horizon,mse,rmse,mae,mape
1,5.374837662403333,2.3183696129830835,1.6744999122619628,4.721610715854661
5,6.476352912187831,2.5448679557469838,1.8423999214172364,5.113005703535416
20,24.789986028017847,4.978954310697965,3.5579997444152833,8.998695833716612
30,37.387160724322236,6.114504127427034,4.559100112915039,11.048423626320343
