model_family,run_dir,base_path_mse,llm_path_mse,path_gain_vs_base,mse_h20,mse_h30,sharpe_h20,sharpe_h30
dlinear,/Users/davidwilkinson/Desktop/ETS 2/runs/20260325_164849_595329,40.85002517700195,40.78128930045565,0.06873587654630597,50.6414986070834,102.1835253231837,1.4327774754331073,1.2213948429737795
autoformer,/Users/davidwilkinson/Desktop/ETS 2/runs/20260326_001116_9d9da3,49.040225982666016,48.8181579124499,0.22206807021611752,63.60201101863806,115.887483513087,0.984117050868339,0.7564348653682289
