horizon,mse,rmse,mae,mape,noise_level,model
1,11.332742148780252,3.3664138409857234,2.265855735518279,3.1861013152389184,0.05,tsm
5,27.17558908938066,5.213021109623542,4.22041629753357,5.9704524956563425,0.05,tsm
20,124.48763654354374,11.157402768724618,9.315137777609285,14.187155872713403,0.05,tsm
30,217.60297064014253,14.751371822313427,11.847884632307014,18.47949998122278,0.05,tsm
1,11.32252212431832,3.364895559199174,2.267938683223434,3.1916760487325626,0.1,tsm
5,27.262087779425748,5.2213109253736025,4.2274952082421935,5.976573717345195,0.1,tsm
20,124.35565628165394,11.15148672965421,9.3057996266899,14.172224796640052,0.1,tsm
30,219.23428855944036,14.806562347805123,11.860113738674922,18.500063524723267,0.1,tsm
1,11.499595886077998,3.391105407692011,2.292215318115235,3.232048407614527,0.2,tsm
5,27.58862295354024,5.252487311126058,4.255394175183481,6.009140775111255,0.2,tsm
20,124.1958904880479,11.144320997173757,9.295754167068434,14.153927292164942,0.2,tsm
30,222.71133725676574,14.923516249757151,11.884571951410742,18.54119061172423,0.2,tsm
1,11.940021454168177,3.455433613046006,2.352365530486922,3.3213965913441266,0.3,tsm
5,28.11987519290934,5.302817665440642,4.297235578720635,6.062770971167893,0.3,tsm
20,124.17505102731917,11.143385976772015,9.287519660286895,14.138461252276146,0.3,tsm
30,226.47426960033997,15.049062083742626,11.909030161859043,18.582317695720835,0.3,tsm
1,13.123650383747709,3.6226579170200033,2.4278198784266367,3.3866324317374676,0.05,TSM+LLM-COT-SENT-RF
5,25.189409305440126,5.018905189923409,3.9920751283722717,5.641231336713199,0.05,TSM+LLM-COT-SENT-RF
20,111.79634442207892,10.57337904466112,8.859819007290215,13.473140302296391,0.05,TSM+LLM-COT-SENT-RF
30,198.83451085541083,14.10086915248173,11.17255704447824,17.482597887754352,0.05,TSM+LLM-COT-SENT-RF
1,13.078108627110772,3.6163667716522854,2.42756627842445,3.3891145760209214,0.1,TSM+LLM-COT-SENT-RF
5,25.254692873275488,5.025404747209471,3.9995863094925364,5.64965025866491,0.1,TSM+LLM-COT-SENT-RF
20,111.64814688172731,10.566368670538015,8.851282250478796,13.458605948509772,0.1,TSM+LLM-COT-SENT-RF
30,200.22257055554815,14.15000249312869,11.18251131996702,17.49917230443998,0.1,TSM+LLM-COT-SENT-RF
1,13.16971765251677,3.6290105610919308,2.444121961918216,3.418726045314387,0.2,TSM+LLM-COT-SENT-RF
5,25.52962982070697,5.052685406861085,4.0309593575264735,5.687401492090069,0.2,TSM+LLM-COT-SENT-RF
20,111.44388693609679,10.556698676011209,8.837748181915702,13.434742307200853,0.2,TSM+LLM-COT-SENT-RF
30,203.21220022785351,14.2552516718525,11.202687695286441,17.53278611060849,0.2,TSM+LLM-COT-SENT-RF
1,13.504916729495896,3.6749036354026887,2.4965372072075604,3.495903212791153,0.3,TSM+LLM-COT-SENT-RF
5,25.997059850486114,5.098731200062042,4.07368014306086,5.741963055249786,0.3,TSM+LLM-COT-SENT-RF
20,111.36247383722973,10.552841979165125,8.826001808952395,13.413699205388841,0.3,TSM+LLM-COT-SENT-RF
30,206.48651026286646,14.36963848754959,11.223415105618617,17.567356574747254,0.3,TSM+LLM-COT-SENT-RF
