horizon,accuracy,accuracy_up,accuracy_down,accuracy_flat,n_up,n_down,n_flat,alpha,history_window,model,subset,n_samples
10,0.5757575757575758,0.4375,0.7241379310344828,0.1111111111111111,32,58,9,0.02,18,naive_persistence,full,99
20,0.41414141414141414,0.3,0.546875,0.0,20,64,15,0.02,18,naive_persistence,full,99
30,0.7676767676767676,0.7307692307692307,0.8507462686567164,0.0,26,67,6,0.02,18,naive_persistence,full,99
10,0.5757575757575758,0.4375,0.7241379310344828,0.1111111111111111,32,58,9,0.02,18,seasonal_naive,full,99
20,0.41414141414141414,0.3,0.546875,0.0,20,64,15,0.02,18,seasonal_naive,full,99
30,0.7676767676767676,0.7307692307692307,0.8507462686567164,0.0,26,67,6,0.02,18,seasonal_naive,full,99
10,0.3939393939393939,0.875,0.15517241379310345,0.2222222222222222,32,58,9,0.02,18,linear_ridge,full,99
20,0.20202020202020202,1.0,0.0,0.0,20,64,15,0.02,18,linear_ridge,full,99
30,0.26262626262626265,1.0,0.0,0.0,26,67,6,0.02,18,linear_ridge,full,99
10,0.32323232323232326,1.0,0.0,0.0,32,58,9,0.02,18,linear_lasso,full,99
20,0.20202020202020202,1.0,0.0,0.0,20,64,15,0.02,18,linear_lasso,full,99
30,0.26262626262626265,1.0,0.0,0.0,26,67,6,0.02,18,linear_lasso,full,99
10,0.494949494949495,0.65625,0.46551724137931033,0.1111111111111111,32,58,9,0.02,18,tsm,full,99
20,0.1717171717171717,0.65,0.03125,0.13333333333333333,20,64,15,0.02,18,tsm,full,99
30,0.2727272727272727,0.9230769230769231,0.029850746268656716,0.16666666666666666,26,67,6,0.02,18,tsm,full,99
10,0.5050505050505051,0.65625,0.46551724137931033,0.2222222222222222,32,58,9,0.02,18,TSM+LLM-COT-RF-HDELTA,llm_subset,99
20,0.1919191919191919,0.65,0.0625,0.13333333333333333,20,64,15,0.02,18,TSM+LLM-COT-RF-HDELTA,llm_subset,99
30,0.26262626262626265,0.9230769230769231,0.029850746268656716,0.0,26,67,6,0.02,18,TSM+LLM-COT-RF-HDELTA,llm_subset,99
10,0.5757575757575758,0.4375,0.7241379310344828,0.1111111111111111,32,58,9,0.02,18,naive_persistence_llm_subset,llm_subset,99
20,0.41414141414141414,0.3,0.546875,0.0,20,64,15,0.02,18,naive_persistence_llm_subset,llm_subset,99
30,0.7676767676767676,0.7307692307692307,0.8507462686567164,0.0,26,67,6,0.02,18,naive_persistence_llm_subset,llm_subset,99
10,0.5757575757575758,0.4375,0.7241379310344828,0.1111111111111111,32,58,9,0.02,18,seasonal_naive_llm_subset,llm_subset,99
20,0.41414141414141414,0.3,0.546875,0.0,20,64,15,0.02,18,seasonal_naive_llm_subset,llm_subset,99
30,0.7676767676767676,0.7307692307692307,0.8507462686567164,0.0,26,67,6,0.02,18,seasonal_naive_llm_subset,llm_subset,99
10,0.3939393939393939,0.875,0.15517241379310345,0.2222222222222222,32,58,9,0.02,18,linear_ridge_llm_subset,llm_subset,99
20,0.20202020202020202,1.0,0.0,0.0,20,64,15,0.02,18,linear_ridge_llm_subset,llm_subset,99
30,0.26262626262626265,1.0,0.0,0.0,26,67,6,0.02,18,linear_ridge_llm_subset,llm_subset,99
10,0.32323232323232326,1.0,0.0,0.0,32,58,9,0.02,18,linear_lasso_llm_subset,llm_subset,99
20,0.20202020202020202,1.0,0.0,0.0,20,64,15,0.02,18,linear_lasso_llm_subset,llm_subset,99
30,0.26262626262626265,1.0,0.0,0.0,26,67,6,0.02,18,linear_lasso_llm_subset,llm_subset,99
10,0.494949494949495,0.65625,0.46551724137931033,0.1111111111111111,32,58,9,0.02,18,tsm_llm_subset,llm_subset,99
20,0.1717171717171717,0.65,0.03125,0.13333333333333333,20,64,15,0.02,18,tsm_llm_subset,llm_subset,99
30,0.2727272727272727,0.9230769230769231,0.029850746268656716,0.16666666666666666,26,67,6,0.02,18,tsm_llm_subset,llm_subset,99
