horizon,accuracy,accuracy_up,accuracy_down,accuracy_flat,n_up,n_down,n_flat,model,subset,n_samples
1,0.21212121212121213,0.0,0.0,1.0,37,41,21,naive_persistence,full,99
5,0.06060606060606061,0.0,0.0,1.0,31,62,6,naive_persistence,full,99
20,0.020202020202020204,0.0,0.0,1.0,39,58,2,naive_persistence,full,99
30,0.09090909090909091,0.0,0.0,1.0,23,67,9,naive_persistence,full,99
1,0.3333333333333333,0.4864864864864865,0.34146341463414637,0.047619047619047616,37,41,21,seasonal_naive,full,99
5,0.06060606060606061,0.0,0.0,1.0,31,62,6,seasonal_naive,full,99
20,0.020202020202020204,0.0,0.0,1.0,39,58,2,seasonal_naive,full,99
30,0.09090909090909091,0.0,0.0,1.0,23,67,9,seasonal_naive,full,99
1,0.35353535353535354,0.7297297297297297,0.0,0.38095238095238093,37,41,21,linear_ridge,full,99
5,0.32323232323232326,1.0,0.016129032258064516,0.0,31,62,6,linear_ridge,full,99
20,0.41414141414141414,1.0,0.034482758620689655,0.0,39,58,2,linear_ridge,full,99
30,0.23232323232323232,1.0,0.0,0.0,23,67,9,linear_ridge,full,99
1,0.37373737373737376,1.0,0.0,0.0,37,41,21,linear_lasso,full,99
5,0.31313131313131315,1.0,0.0,0.0,31,62,6,linear_lasso,full,99
20,0.3939393939393939,1.0,0.0,0.0,39,58,2,linear_lasso,full,99
30,0.23232323232323232,1.0,0.0,0.0,23,67,9,linear_lasso,full,99
1,0.25252525252525254,0.16216216216216217,0.12195121951219512,0.6666666666666666,37,41,21,tsm,full,99
5,0.35353535353535354,0.8387096774193549,0.11290322580645161,0.3333333333333333,31,62,6,tsm,full,99
20,0.42424242424242425,0.9743589743589743,0.06896551724137931,0.0,39,58,2,tsm,full,99
30,0.25252525252525254,0.8260869565217391,0.08955223880597014,0.0,23,67,9,tsm,full,99
1,0.25252525252525254,0.16216216216216217,0.12195121951219512,0.6666666666666666,37,41,21,TSM+LLM-COT-RF-HDELTA,llm_subset,99
5,0.37373737373737376,0.8064516129032258,0.14516129032258066,0.5,31,62,6,TSM+LLM-COT-RF-HDELTA,llm_subset,99
20,0.45454545454545453,0.9743589743589743,0.1206896551724138,0.0,39,58,2,TSM+LLM-COT-RF-HDELTA,llm_subset,99
30,0.25252525252525254,0.8260869565217391,0.08955223880597014,0.0,23,67,9,TSM+LLM-COT-RF-HDELTA,llm_subset,99
1,0.21212121212121213,0.0,0.0,1.0,37,41,21,naive_persistence_llm_subset,llm_subset,99
5,0.06060606060606061,0.0,0.0,1.0,31,62,6,naive_persistence_llm_subset,llm_subset,99
20,0.020202020202020204,0.0,0.0,1.0,39,58,2,naive_persistence_llm_subset,llm_subset,99
30,0.09090909090909091,0.0,0.0,1.0,23,67,9,naive_persistence_llm_subset,llm_subset,99
1,0.3333333333333333,0.4864864864864865,0.34146341463414637,0.047619047619047616,37,41,21,seasonal_naive_llm_subset,llm_subset,99
5,0.06060606060606061,0.0,0.0,1.0,31,62,6,seasonal_naive_llm_subset,llm_subset,99
20,0.020202020202020204,0.0,0.0,1.0,39,58,2,seasonal_naive_llm_subset,llm_subset,99
30,0.09090909090909091,0.0,0.0,1.0,23,67,9,seasonal_naive_llm_subset,llm_subset,99
1,0.35353535353535354,0.7297297297297297,0.0,0.38095238095238093,37,41,21,linear_ridge_llm_subset,llm_subset,99
5,0.32323232323232326,1.0,0.016129032258064516,0.0,31,62,6,linear_ridge_llm_subset,llm_subset,99
20,0.41414141414141414,1.0,0.034482758620689655,0.0,39,58,2,linear_ridge_llm_subset,llm_subset,99
30,0.23232323232323232,1.0,0.0,0.0,23,67,9,linear_ridge_llm_subset,llm_subset,99
1,0.37373737373737376,1.0,0.0,0.0,37,41,21,linear_lasso_llm_subset,llm_subset,99
5,0.31313131313131315,1.0,0.0,0.0,31,62,6,linear_lasso_llm_subset,llm_subset,99
20,0.3939393939393939,1.0,0.0,0.0,39,58,2,linear_lasso_llm_subset,llm_subset,99
30,0.23232323232323232,1.0,0.0,0.0,23,67,9,linear_lasso_llm_subset,llm_subset,99
1,0.25252525252525254,0.16216216216216217,0.12195121951219512,0.6666666666666666,37,41,21,tsm_llm_subset,llm_subset,99
5,0.35353535353535354,0.8387096774193549,0.11290322580645161,0.3333333333333333,31,62,6,tsm_llm_subset,llm_subset,99
20,0.42424242424242425,0.9743589743589743,0.06896551724137931,0.0,39,58,2,tsm_llm_subset,llm_subset,99
30,0.25252525252525254,0.8260869565217391,0.08955223880597014,0.0,23,67,9,tsm_llm_subset,llm_subset,99
