candidate,run_dir,objective,expectation,base_mse_path,llm_mse_path,path_gain_abs,path_gain_pct,reflect_calls,apply_calls,gate_selection,base_h1_mse,llm_h1_mse,gain_h1_pct,base_h5_mse,llm_h5_mse,gain_h5_pct,base_h20_mse,llm_h20_mse,gain_h20_pct,base_h30_mse,llm_h30_mse,gain_h30_pct
learned_gbdt_regime,/Users/davidwilkinson/Desktop/ETS 2/runs/20260316_042510_05e726,Use a nonlinear boosted-tree live gate with regime-specific memory and no split horizon banks.,"Expected path MSE around 3.95-4.10. If the gain is mostly from the gate, this should stay close to or beat the split-bank boosted-tree run.",4.202436447143555,3.729913379572601,0.4725230675709535,11.244026495442496,180,180,{},0.7825747132301331,0.7825746289477006,1.0769889577663275e-05,2.399439573287964,2.453682626272266,-2.260655095805259,4.112015247344971,3.449006332817264,16.123697862156405,9.13173484802246,7.891961067499104,13.576541600874851
learned_gbdt_split_horizon_regime,/Users/davidwilkinson/Desktop/ETS 2/runs/20260316_040212_245a5e,Use a nonlinear boosted-tree live gate with split horizon banks and regime filtering.,Expected path MSE around 4.08-4.16. This is the more flexible learned-gate alternative if logistic is too linear.,4.202436447143555,3.923330530649785,0.2791059164937697,6.641526171882534,172,172,{},0.7825747132301331,0.7825746289477006,1.0769889577663275e-05,2.399439573287964,2.483058191032556,-3.4849228409619557,4.112015247344971,3.49143416185527,15.091896507202762,9.13173484802246,8.841588126706542,3.1773450077643304
learned_logistic_regime,/Users/davidwilkinson/Desktop/ETS 2/runs/20260316_025349_665bdc,Replace the heuristic apply rule with a validation-fit logistic live gate while keeping regime-specific memory.,Expected path MSE around 4.12-4.18. A learned gate should reduce false positives and preserve only useful LLM calls.,4.202436447143555,4.012188617694609,0.19024782944894536,4.527084034269192,139,139,{},0.7825747132301331,0.7825746289477006,1.0769889577663275e-05,2.399439573287964,2.43341018263585,-1.4157726548343907,4.112015247344971,3.873788384198115,5.793433360945662,9.13173484802246,8.691247990625792,4.823693030159082
learned_logistic_regime_high_utility,/Users/davidwilkinson/Desktop/ETS 2/runs/20260316_044910_5c930f,Add stricter long-horizon utility-based promotion on top of the learned logistic gate without split horizon banks.,"Expected path MSE around 4.00-4.12. If stricter promotion helps on its own, it should improve on the plain learned logistic gate.",4.202436447143555,4.050406830837047,0.1520296163065078,3.6176541446532546,142,142,{},0.7825747132301331,0.7825746289477006,1.0769889577663275e-05,2.399439573287964,2.478291079525212,-3.2862468017562008,4.112015247344971,3.896325439110349,5.2453552640372,9.13173484802246,8.734275575257257,4.3525056233019574
learned_logistic_split_horizon_regime,/Users/davidwilkinson/Desktop/ETS 2/runs/20260316_033233_08f570,Combine a learned logistic apply gate with split h20/h30 memory banks and regime filtering.,Expected path MSE around 4.08-4.16. This is the main candidate to beat the current TSM live benchmark.,4.202436447143555,4.117426880420807,0.08500956672274729,2.022863826543511,117,117,{},0.7825747132301331,0.7825746289477006,1.0769889577663275e-05,2.399439573287964,2.461341720693305,-2.5798585675786097,4.112015247344971,3.969214367076888,3.4727711761352484,9.13173484802246,8.918995961654254,2.3296656101909865
baseline_regime_specific,/Users/davidwilkinson/Desktop/ETS 2/runs/20260316_022820_d571ed,Reproduce the current best live-online TSM policy using regime-specific memory only.,Expected path MSE around 4.16-4.20. This is the live benchmark to beat.,4.202436447143555,4.174479969823514,0.027956477320040918,0.6652444997483129,36,36,{},0.7825747132301331,0.7825746289477006,1.0769889577663275e-05,2.399439573287964,2.47165195236778,-3.0095518921888473,4.112015247344971,4.02789744995731,2.0456586935560033,9.13173484802246,9.125792632294802,0.06507214485037324
learned_logistic_split_horizon_regime_high_utility,/Users/davidwilkinson/Desktop/ETS 2/runs/20260316_034754_ac86b4,Add stricter long-horizon utility-based promotion on top of the learned gate and split horizon banks.,Expected path MSE around 4.08-4.17. This may improve memory quality if noisy positive cases are currently diluting the bank.,4.202436447143555,4.204231683110624,-0.0017952359670694307,-0.04271893197313367,109,109,{},0.7825747132301331,0.7825746289477006,1.0769889577663275e-05,2.399439573287964,2.482288362844585,-3.452839174569965,4.112015247344971,4.123490013506311,-0.27905456257121947,9.13173484802246,9.05184500100622,0.8748594691570639
split_horizon_banks_regime,/Users/davidwilkinson/Desktop/ETS 2/runs/20260316_023306_ba514d,Split positive/negative online memory into separate h20 and h30 banks while keeping regime filtering.,Expected path MSE around 4.13-4.18. Separate horizon banks should reduce contradictory long-horizon memories.,4.202436447143555,4.21464403862078,-0.012207591477225499,-0.2904884257208254,26,26,{},0.7825747132301331,0.7825746289477006,1.0769889577663275e-05,2.399439573287964,2.47165631883152,-3.0097338706720302,4.112015247344971,4.1541002456871805,-1.0234640634998393,9.13173484802246,9.051473838285697,0.8789240059258151
