source_index,date,base_case_mse,refined_case_mse,parse_status,latency_seconds,mean_abs_adjustment_pct
0,2024-10-28,1.1856235683197156,1.1641758398771738,ok,5.160877786000015,0.04583333333333335
20,2024-11-25,9.679588251113698,9.679588251113698,ok,4.868325083000002,0.0
40,2024-12-23,27.655890164702093,27.655890164702093,ok,5.174109121000015,0.0
60,2025-01-23,101.04080980798523,101.04080980798523,ok,4.834369892999973,0.0
81,2025-02-21,22.90625311172674,23.059531346581036,ok,5.08222135699998,0.04583333333333335
101,2025-03-21,3.8579562931340963,3.8579562931340963,ok,4.803958157000011,0.0
121,2025-04-21,29.440372895455706,29.440372895455706,ok,5.120105635000016,0.0
142,2025-05-20,6.473619245111089,6.473619245111089,ok,4.854651360999981,0.0
