horizon,mse,rmse,mae,mape
1,3.4148037529714426,1.8479187625465148,1.4067718350157445,3.358007742928078
5,10.49908962028341,3.2402298715189035,2.591236348054847,6.1304555458234935
20,15.587245961636654,3.9480686368953433,3.108055815404775,6.765626123435123
30,14.228663659967573,3.7720900917087827,3.2169119387256857,6.876617849109948
