horizon,mse,rmse,mae,mape,noise_level,model
1,9.955009523514999,3.155156022055803,2.1528197190049587,5.200614261187511,0.05,tsm
5,24.054709946839385,4.904560117568076,3.964364320500656,9.638912426609423,0.05,tsm
20,141.10449357295022,11.878741245306685,10.074120542808151,25.959583401624442,0.05,tsm
30,204.53807515256975,14.30168085060528,11.439809038289539,30.044993446226343,0.05,tsm
1,10.053994939149542,3.170803516326665,2.1518873561492042,5.200821385777911,0.1,tsm
5,24.026127105831126,4.901645346802553,3.9543143815996555,9.613343669987499,0.1,tsm
20,141.2332638364419,11.88416020745437,10.079045886930146,25.970333432590458,0.1,tsm
30,204.3724857923164,14.295890521136359,11.447525305440845,30.059462759747944,0.1,tsm
1,10.456234659117849,3.233610158803601,2.2289422471776894,5.3962927407268335,0.2,tsm
5,24.212528011856104,4.920622726023212,3.9515695804730884,9.604533418388884,0.2,tsm
20,141.6604602860462,11.902119991247199,10.090378138553437,25.99568471191862,0.2,tsm
30,204.28431100743242,14.292806267749956,11.463874970052423,30.090889531918062,0.2,tsm
1,11.130832960310201,3.3362902991661563,2.358687286042079,5.720136451951503,0.3,tsm
5,24.723684455600967,4.972291670407214,3.996989350169276,9.710445252108519,0.3,tsm
20,142.31386471711676,11.929537489656369,10.10669572540231,26.033161538367782,0.3,tsm
30,204.52014151925547,14.301053860441735,11.485921757809521,30.138192540303976,0.3,tsm
