horizon,accuracy,accuracy_up,accuracy_down,accuracy_flat,n_up,n_down,n_flat,alpha,history_window,model,subset,n_samples
10,0.5753424657534246,0.47619047619047616,0.7011494252873564,0.17647058823529413,42,87,17,0.02,18,naive_persistence,full,146
20,0.5273972602739726,0.358974358974359,0.631578947368421,0.25,39,95,12,0.02,18,naive_persistence,full,146
30,0.4657534246575342,0.35714285714285715,0.5638297872340425,0.0,42,94,10,0.02,18,naive_persistence,full,146
10,0.5753424657534246,0.47619047619047616,0.7011494252873564,0.17647058823529413,42,87,17,0.02,18,seasonal_naive,full,146
20,0.5273972602739726,0.358974358974359,0.631578947368421,0.25,39,95,12,0.02,18,seasonal_naive,full,146
30,0.4657534246575342,0.35714285714285715,0.5638297872340425,0.0,42,94,10,0.02,18,seasonal_naive,full,146
10,0.7054794520547946,0.35714285714285715,0.9770114942528736,0.17647058823529413,42,87,17,0.02,18,linear_ridge,full,146
20,0.2671232876712329,1.0,0.0,0.0,39,95,12,0.02,18,linear_ridge,full,146
30,0.6232876712328768,0.23809523809523808,0.851063829787234,0.1,42,94,10,0.02,18,linear_ridge,full,146
10,0.6232876712328768,0.09523809523809523,1.0,0.0,42,87,17,0.02,18,linear_lasso,full,146
20,0.2671232876712329,1.0,0.0,0.0,39,95,12,0.02,18,linear_lasso,full,146
30,0.5821917808219178,0.23809523809523808,0.7978723404255319,0.0,42,94,10,0.02,18,linear_lasso,full,146
10,0.4315068493150685,0.5476190476190477,0.4482758620689655,0.058823529411764705,42,87,17,0.02,18,tsm,full,146
20,0.3767123287671233,0.6666666666666666,0.2736842105263158,0.25,39,95,12,0.02,18,tsm,full,146
30,0.3424657534246575,0.7142857142857143,0.2127659574468085,0.0,42,94,10,0.02,18,tsm,full,146
10,0.5753424657534246,0.47619047619047616,0.7011494252873564,0.17647058823529413,42,87,17,0.02,18,naive_persistence_llm_subset,llm_subset,146
20,0.5273972602739726,0.358974358974359,0.631578947368421,0.25,39,95,12,0.02,18,naive_persistence_llm_subset,llm_subset,146
30,0.4657534246575342,0.35714285714285715,0.5638297872340425,0.0,42,94,10,0.02,18,naive_persistence_llm_subset,llm_subset,146
10,0.5753424657534246,0.47619047619047616,0.7011494252873564,0.17647058823529413,42,87,17,0.02,18,seasonal_naive_llm_subset,llm_subset,146
20,0.5273972602739726,0.358974358974359,0.631578947368421,0.25,39,95,12,0.02,18,seasonal_naive_llm_subset,llm_subset,146
30,0.4657534246575342,0.35714285714285715,0.5638297872340425,0.0,42,94,10,0.02,18,seasonal_naive_llm_subset,llm_subset,146
10,0.7054794520547946,0.35714285714285715,0.9770114942528736,0.17647058823529413,42,87,17,0.02,18,linear_ridge_llm_subset,llm_subset,146
20,0.2671232876712329,1.0,0.0,0.0,39,95,12,0.02,18,linear_ridge_llm_subset,llm_subset,146
30,0.6232876712328768,0.23809523809523808,0.851063829787234,0.1,42,94,10,0.02,18,linear_ridge_llm_subset,llm_subset,146
10,0.6232876712328768,0.09523809523809523,1.0,0.0,42,87,17,0.02,18,linear_lasso_llm_subset,llm_subset,146
20,0.2671232876712329,1.0,0.0,0.0,39,95,12,0.02,18,linear_lasso_llm_subset,llm_subset,146
30,0.5821917808219178,0.23809523809523808,0.7978723404255319,0.0,42,94,10,0.02,18,linear_lasso_llm_subset,llm_subset,146
10,0.4315068493150685,0.5476190476190477,0.4482758620689655,0.058823529411764705,42,87,17,0.02,18,tsm_llm_subset,llm_subset,146
20,0.3767123287671233,0.6666666666666666,0.2736842105263158,0.25,39,95,12,0.02,18,tsm_llm_subset,llm_subset,146
30,0.3424657534246575,0.7142857142857143,0.2127659574468085,0.0,42,94,10,0.02,18,tsm_llm_subset,llm_subset,146
