horizon,mse,rmse,mae,mape
1,1.5965593,1.2635503,1.0293936,1.2294894084334373
5,9.112205,3.018643,2.4490912,2.9328562319278717
20,20.849804,4.566159,3.7345452,4.8201825469732285
30,34.360455,5.861779,4.6502028,6.106914207339287
