name,path_mse,h1_mse,h5_mse,h20_mse,h30_mse,split,n_samples,candidate,metadata_sample,signal_name,sentiment_path,score_col,signal_transform
baseline_daily_sentiment,35.79602009378847,3.449483396699361,14.026766624444038,43.16780061178724,68.91842874950525,val,60,baseline_daily_sentiment,"{'method': 'TSM+LLM-COT-SENT-RF', 'model': 'qwen3.5-35b-a3b-ud-q4-k-xl', 'temperature': 0.0, 'success': False, 'reflect_attempts': 3, 'apply_attempts': 0, 'retain_context': True, 'strict_json_prompt': False, 'strict_json_response_format': True, 'error': 'Empty rules_text from reflection stage', 'fallback': True}",baseline_daily_sentiment,/Users/davidwilkinson/Desktop/ETS 2/data/news/daily_sentiment.csv,sent_score,direct
