horizon,mse,rmse,mae,mape
1,14.816210731163991,3.849183125179158,3.6465312004089356,10.45144209838415
5,40.78159138438776,6.386046616208478,5.981115055084229,17.240148800710184
20,148.6195609939646,12.1909622669404,11.426535587310791,32.40898549747986
30,221.4947446440623,14.882699507954271,13.976776885986329,38.67954602599687
