model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,100,20.084327697753906,4.48155403137207,3.1057369709014893,8.009009063243866
seasonal_naive,full,100,22.16867534554495,4.708362278493972,3.2760833587646485,8.486482372262492
linear_ridge,full,100,69.26398719074825,8.32249885495626,7.008723529815674,19.964468641365794
linear_lasso,full,100,118.88883513450041,10.903615690884397,9.749954424540201,27.693715301097466
tsm,full,100,17.882469177246094,4.228766918182373,2.9213552474975586,7.586411386728287
TSM+LLM-COT-RF-HDELTA,llm_subset,100,18.109178979124433,4.255488101161186,2.934601701302963,7.599561139370974
naive_persistence_llm_subset,llm_subset,100,20.084327697753906,4.48155403137207,3.1057369709014893,8.009009063243866
seasonal_naive_llm_subset,llm_subset,100,22.16867534554495,4.708362278493972,3.2760833587646485,8.486482372262492
linear_ridge_llm_subset,llm_subset,100,69.26398719074825,8.32249885495626,7.008723529815674,19.964468641365794
linear_lasso_llm_subset,llm_subset,100,118.88883513450041,10.903615690884397,9.749954424540201,27.693715301097466
tsm_llm_subset,llm_subset,100,17.882469177246094,4.228766918182373,2.9213552474975586,7.586411386728287
