horizon,accuracy,accuracy_up,accuracy_down,accuracy_flat,n_up,n_down,n_flat,model,subset,n_samples
1,0.34,0.0,0.0,1.0,31,35,34,naive_persistence,full,100
5,0.25,0.0,0.0,1.0,41,34,25,naive_persistence,full,100
20,0.1,0.0,0.0,1.0,61,29,10,naive_persistence,full,100
30,0.09,0.0,0.0,1.0,72,19,9,naive_persistence,full,100
1,0.43,0.6129032258064516,0.5714285714285714,0.11764705882352941,31,35,34,seasonal_naive,full,100
5,0.25,0.0,0.0,1.0,41,34,25,seasonal_naive,full,100
20,0.1,0.0,0.0,1.0,61,29,10,seasonal_naive,full,100
30,0.09,0.0,0.0,1.0,72,19,9,seasonal_naive,full,100
1,0.33,1.0,0.0,0.058823529411764705,31,35,34,linear_ridge,full,100
5,0.41,1.0,0.0,0.0,41,34,25,linear_ridge,full,100
20,0.61,1.0,0.0,0.0,61,29,10,linear_ridge,full,100
30,0.72,1.0,0.0,0.0,72,19,9,linear_ridge,full,100
1,0.31,1.0,0.0,0.0,31,35,34,linear_lasso,full,100
5,0.41,1.0,0.0,0.0,41,34,25,linear_lasso,full,100
20,0.61,1.0,0.0,0.0,61,29,10,linear_lasso,full,100
30,0.72,1.0,0.0,0.0,72,19,9,linear_lasso,full,100
1,0.46,0.1935483870967742,0.3142857142857143,0.8529411764705882,31,35,34,tsm,full,100
5,0.3,0.3170731707317073,0.11764705882352941,0.52,41,34,25,tsm,full,100
20,0.53,0.7377049180327869,0.1724137931034483,0.3,61,29,10,tsm,full,100
30,0.61,0.7777777777777778,0.2631578947368421,0.0,72,19,9,tsm,full,100
1,0.46,0.1935483870967742,0.3142857142857143,0.8529411764705882,31,35,34,TSM+LLM-COT-RF-HDELTA,llm_subset,100
5,0.3,0.2926829268292683,0.23529411764705882,0.4,41,34,25,TSM+LLM-COT-RF-HDELTA,llm_subset,100
20,0.51,0.6721311475409836,0.20689655172413793,0.4,61,29,10,TSM+LLM-COT-RF-HDELTA,llm_subset,100
30,0.61,0.7361111111111112,0.3157894736842105,0.2222222222222222,72,19,9,TSM+LLM-COT-RF-HDELTA,llm_subset,100
1,0.34,0.0,0.0,1.0,31,35,34,naive_persistence_llm_subset,llm_subset,100
5,0.25,0.0,0.0,1.0,41,34,25,naive_persistence_llm_subset,llm_subset,100
20,0.1,0.0,0.0,1.0,61,29,10,naive_persistence_llm_subset,llm_subset,100
30,0.09,0.0,0.0,1.0,72,19,9,naive_persistence_llm_subset,llm_subset,100
1,0.43,0.6129032258064516,0.5714285714285714,0.11764705882352941,31,35,34,seasonal_naive_llm_subset,llm_subset,100
5,0.25,0.0,0.0,1.0,41,34,25,seasonal_naive_llm_subset,llm_subset,100
20,0.1,0.0,0.0,1.0,61,29,10,seasonal_naive_llm_subset,llm_subset,100
30,0.09,0.0,0.0,1.0,72,19,9,seasonal_naive_llm_subset,llm_subset,100
1,0.33,1.0,0.0,0.058823529411764705,31,35,34,linear_ridge_llm_subset,llm_subset,100
5,0.41,1.0,0.0,0.0,41,34,25,linear_ridge_llm_subset,llm_subset,100
20,0.61,1.0,0.0,0.0,61,29,10,linear_ridge_llm_subset,llm_subset,100
30,0.72,1.0,0.0,0.0,72,19,9,linear_ridge_llm_subset,llm_subset,100
1,0.31,1.0,0.0,0.0,31,35,34,linear_lasso_llm_subset,llm_subset,100
5,0.41,1.0,0.0,0.0,41,34,25,linear_lasso_llm_subset,llm_subset,100
20,0.61,1.0,0.0,0.0,61,29,10,linear_lasso_llm_subset,llm_subset,100
30,0.72,1.0,0.0,0.0,72,19,9,linear_lasso_llm_subset,llm_subset,100
1,0.46,0.1935483870967742,0.3142857142857143,0.8529411764705882,31,35,34,tsm_llm_subset,llm_subset,100
5,0.3,0.3170731707317073,0.11764705882352941,0.52,41,34,25,tsm_llm_subset,llm_subset,100
20,0.53,0.7377049180327869,0.1724137931034483,0.3,61,29,10,tsm_llm_subset,llm_subset,100
30,0.61,0.7777777777777778,0.2631578947368421,0.0,72,19,9,tsm_llm_subset,llm_subset,100
