horizon,accuracy,accuracy_up,accuracy_down,accuracy_flat,n_up,n_down,n_flat,alpha,history_window,model,subset,n_samples
10,0.5205479452054794,0.4222222222222222,0.6292134831460674,0.08333333333333333,45,89,12,0.02,18,naive_persistence,full,146
20,0.3972602739726027,0.23076923076923078,0.5098039215686274,0.0,26,102,18,0.02,18,naive_persistence,full,146
30,0.6986301369863014,0.7333333333333333,0.7476635514018691,0.0,30,107,9,0.02,18,naive_persistence,full,146
10,0.5205479452054794,0.4222222222222222,0.6292134831460674,0.08333333333333333,45,89,12,0.02,18,seasonal_naive,full,146
20,0.3972602739726027,0.23076923076923078,0.5098039215686274,0.0,26,102,18,0.02,18,seasonal_naive,full,146
30,0.6986301369863014,0.7333333333333333,0.7476635514018691,0.0,30,107,9,0.02,18,seasonal_naive,full,146
10,0.3219178082191781,0.9333333333333333,0.033707865168539325,0.16666666666666666,45,89,12,0.02,18,linear_ridge,full,146
20,0.1780821917808219,1.0,0.0,0.0,26,102,18,0.02,18,linear_ridge,full,146
30,0.2054794520547945,1.0,0.0,0.0,30,107,9,0.02,18,linear_ridge,full,146
10,0.3082191780821918,1.0,0.0,0.0,45,89,12,0.02,18,linear_lasso,full,146
20,0.1780821917808219,1.0,0.0,0.0,26,102,18,0.02,18,linear_lasso,full,146
30,0.2054794520547945,1.0,0.0,0.0,30,107,9,0.02,18,linear_lasso,full,146
10,0.3493150684931507,0.5333333333333333,0.30337078651685395,0.0,45,89,12,0.02,18,tsm,full,146
20,0.18493150684931506,0.6153846153846154,0.08823529411764706,0.1111111111111111,26,102,18,0.02,18,tsm,full,146
30,0.2534246575342466,0.9333333333333333,0.08411214953271028,0.0,30,107,9,0.02,18,tsm,full,146
10,0.5205479452054794,0.4222222222222222,0.6292134831460674,0.08333333333333333,45,89,12,0.02,18,naive_persistence_llm_subset,llm_subset,146
20,0.3972602739726027,0.23076923076923078,0.5098039215686274,0.0,26,102,18,0.02,18,naive_persistence_llm_subset,llm_subset,146
30,0.6986301369863014,0.7333333333333333,0.7476635514018691,0.0,30,107,9,0.02,18,naive_persistence_llm_subset,llm_subset,146
10,0.5205479452054794,0.4222222222222222,0.6292134831460674,0.08333333333333333,45,89,12,0.02,18,seasonal_naive_llm_subset,llm_subset,146
20,0.3972602739726027,0.23076923076923078,0.5098039215686274,0.0,26,102,18,0.02,18,seasonal_naive_llm_subset,llm_subset,146
30,0.6986301369863014,0.7333333333333333,0.7476635514018691,0.0,30,107,9,0.02,18,seasonal_naive_llm_subset,llm_subset,146
10,0.3219178082191781,0.9333333333333333,0.033707865168539325,0.16666666666666666,45,89,12,0.02,18,linear_ridge_llm_subset,llm_subset,146
20,0.1780821917808219,1.0,0.0,0.0,26,102,18,0.02,18,linear_ridge_llm_subset,llm_subset,146
30,0.2054794520547945,1.0,0.0,0.0,30,107,9,0.02,18,linear_ridge_llm_subset,llm_subset,146
10,0.3082191780821918,1.0,0.0,0.0,45,89,12,0.02,18,linear_lasso_llm_subset,llm_subset,146
20,0.1780821917808219,1.0,0.0,0.0,26,102,18,0.02,18,linear_lasso_llm_subset,llm_subset,146
30,0.2054794520547945,1.0,0.0,0.0,30,107,9,0.02,18,linear_lasso_llm_subset,llm_subset,146
10,0.3493150684931507,0.5333333333333333,0.30337078651685395,0.0,45,89,12,0.02,18,tsm_llm_subset,llm_subset,146
20,0.18493150684931506,0.6153846153846154,0.08823529411764706,0.1111111111111111,26,102,18,0.02,18,tsm_llm_subset,llm_subset,146
30,0.2534246575342466,0.9333333333333333,0.08411214953271028,0.0,30,107,9,0.02,18,tsm_llm_subset,llm_subset,146
