column,valid_count,missing_count,coverage_pct,first_date,last_date
y,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
eua_high,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
eua_low,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
eua_volume,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
eua_range,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
eua_range_pct,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
target_volume,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
uka_volume,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
target_range,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
uka_range,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
target_range_pct,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
uka_range_pct,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
icap_secondary,706,7,99.01823281907434,2021-05-19 00:00:00,2024-02-22 00:00:00
icap_return,703,10,98.59747545582047,2021-05-20 00:00:00,2024-02-22 00:00:00
eurusd,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
brent_price,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
brent_return,712,1,99.85974754558204,2021-05-20 00:00:00,2024-02-22 00:00:00
brent_vol_5d,711,2,99.71949509116409,2021-05-21 00:00:00,2024-02-22 00:00:00
brent_vol_20d,711,2,99.71949509116409,2021-05-21 00:00:00,2024-02-22 00:00:00
coal_price,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
coal_return,712,1,99.85974754558204,2021-05-20 00:00:00,2024-02-22 00:00:00
coal_vol_5d,711,2,99.71949509116409,2021-05-21 00:00:00,2024-02-22 00:00:00
coal_vol_20d,711,2,99.71949509116409,2021-05-21 00:00:00,2024-02-22 00:00:00
uk_gas_price,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
uk_gas_return,712,1,99.85974754558204,2021-05-20 00:00:00,2024-02-22 00:00:00
uk_gas_vol_5d,711,2,99.71949509116409,2021-05-21 00:00:00,2024-02-22 00:00:00
uk_gas_vol_20d,711,2,99.71949509116409,2021-05-21 00:00:00,2024-02-22 00:00:00
uk_power_price,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
uk_power_return,710,3,99.57924263674614,2021-05-20 00:00:00,2024-02-22 00:00:00
uk_power_vol_5d,711,2,99.71949509116409,2021-05-21 00:00:00,2024-02-22 00:00:00
uk_power_vol_20d,711,2,99.71949509116409,2021-05-21 00:00:00,2024-02-22 00:00:00
coal_brent_ratio,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
coal_brent_ratio_z20,709,4,99.4389901823282,2021-05-25 00:00:00,2024-02-22 00:00:00
coal_brent_return_spread,712,1,99.85974754558204,2021-05-20 00:00:00,2024-02-22 00:00:00
coal_brent_vol_ratio_20d,711,2,99.71949509116409,2021-05-21 00:00:00,2024-02-22 00:00:00
uk_power_gas_spread,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
uk_power_gas_ratio,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
uk_power_gas_ratio_z20,709,4,99.4389901823282,2021-05-25 00:00:00,2024-02-22 00:00:00
uk_power_gas_spread_z20,709,4,99.4389901823282,2021-05-25 00:00:00,2024-02-22 00:00:00
uk_power_gas_return_spread,710,3,99.57924263674614,2021-05-20 00:00:00,2024-02-22 00:00:00
uk_power_gas_vol_ratio_20d,711,2,99.71949509116409,2021-05-21 00:00:00,2024-02-22 00:00:00
uk_temp_mean_c,712,1,99.85974754558204,2021-05-20 00:00:00,2024-02-22 00:00:00
uk_temp_min_c,712,1,99.85974754558204,2021-05-20 00:00:00,2024-02-22 00:00:00
uk_temp_max_c,712,1,99.85974754558204,2021-05-20 00:00:00,2024-02-22 00:00:00
uk_hdd18,712,1,99.85974754558204,2021-05-20 00:00:00,2024-02-22 00:00:00
uk_hdd18_7d_ma,712,1,99.85974754558204,2021-05-20 00:00:00,2024-02-22 00:00:00
uk_temp_mean_7d_ma,712,1,99.85974754558204,2021-05-20 00:00:00,2024-02-22 00:00:00
idx_keua,614,99,86.11500701262273,2021-10-05 00:00:00,2024-02-22 00:00:00
idx_krbn,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
idx_grn,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
idx_kcca,614,99,86.11500701262273,2021-10-05 00:00:00,2024-02-22 00:00:00
idx_kset,476,237,66.7601683029453,2022-04-20 00:00:00,2024-02-22 00:00:00
auction_price_eur,620,93,86.95652173913044,2021-05-19 00:00:00,2024-02-22 00:00:00
auction_volume,622,91,87.23702664796635,2021-05-19 00:00:00,2024-02-22 00:00:00
is_auction_day,713,0,100.0,2021-05-19 00:00:00,2024-02-22 00:00:00
auction_price_lag_1,712,1,99.85974754558204,2021-05-20 00:00:00,2024-02-22 00:00:00
auction_price_lag_5,708,5,99.29873772791024,2021-05-26 00:00:00,2024-02-22 00:00:00
auction_price_lag_20,693,20,97.19495091164096,2021-06-16 00:00:00,2024-02-22 00:00:00
