horizon,mse,rmse,mae,mape
1,1.4274724,1.1947688,0.97098994,1.4522640034556389
5,6.351068,2.5201325,2.1500003,3.2360639423131943
20,17.276136,4.1564574,3.4088123,5.108114704489708
30,22.702494,4.7647133,3.9943564,6.023167073726654
