column,valid_count,missing_count,coverage_pct,first_date,last_date
y,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
eua_high,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
eua_low,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
eua_volume,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
eua_range,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
eua_range_pct,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
target_volume,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
uka_volume,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
target_range,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
uka_range,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
target_range_pct,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
uka_range_pct,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
eurusd,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
brent_price,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
brent_return,3795,1,99.9736564805058,2009-04-02 00:00:00,2023-12-29 00:00:00
brent_vol_5d,3794,2,99.94731296101159,2009-04-03 00:00:00,2023-12-29 00:00:00
brent_vol_20d,3794,2,99.94731296101159,2009-04-03 00:00:00,2023-12-29 00:00:00
coal_price,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
coal_return,3795,1,99.9736564805058,2009-04-02 00:00:00,2023-12-29 00:00:00
coal_vol_5d,3794,2,99.94731296101159,2009-04-03 00:00:00,2023-12-29 00:00:00
coal_vol_20d,3794,2,99.94731296101159,2009-04-03 00:00:00,2023-12-29 00:00:00
coal_brent_ratio,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
coal_brent_ratio_z20,3792,4,99.89462592202318,2009-04-07 00:00:00,2023-12-29 00:00:00
coal_brent_return_spread,3795,1,99.9736564805058,2009-04-02 00:00:00,2023-12-29 00:00:00
coal_brent_vol_ratio_20d,3794,2,99.94731296101159,2009-04-03 00:00:00,2023-12-29 00:00:00
auction_price_eur,1487,2309,39.17281348788198,2017-01-09 00:00:00,2023-12-18 00:00:00
is_auction_day,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
auction_price_lag_1,1794,2002,47.26027397260274,2017-01-10 00:00:00,2023-12-29 00:00:00
auction_price_lag_5,1790,2006,47.15489989462592,2017-01-16 00:00:00,2023-12-29 00:00:00
auction_price_lag_20,1775,2021,46.759747102212856,2017-02-06 00:00:00,2023-12-29 00:00:00
auction_price_rolling_mean_20,1795,2001,47.286617492096944,2017-01-09 00:00:00,2023-12-29 00:00:00
y_return,3795,1,99.9736564805058,2009-04-02 00:00:00,2023-12-29 00:00:00
y_ma_5d,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
y_ma_20d,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
y_ma_60d,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
y_vol_20d,3794,2,99.94731296101159,2009-04-03 00:00:00,2023-12-29 00:00:00
y_momentum_5d,3791,5,99.86828240252898,2009-04-08 00:00:00,2023-12-29 00:00:00
y_momentum_20d,3776,20,99.4731296101159,2009-04-30 00:00:00,2023-12-29 00:00:00
uka_brent_ratio,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
uka_brent_ratio_z20,3792,4,99.89462592202318,2009-04-07 00:00:00,2023-12-29 00:00:00
uka_coal_ratio,3796,0,100.0,2009-04-01 00:00:00,2023-12-29 00:00:00
uka_coal_ratio_z20,3792,4,99.89462592202318,2009-04-07 00:00:00,2023-12-29 00:00:00
uka_brent_return_spread,3795,1,99.9736564805058,2009-04-02 00:00:00,2023-12-29 00:00:00
uka_coal_return_spread,3795,1,99.9736564805058,2009-04-02 00:00:00,2023-12-29 00:00:00
