horizon,accuracy,accuracy_up,accuracy_down,accuracy_flat,n_up,n_down,n_flat,model,subset,n_samples
1,0.39805825242718446,0.0,0.0,1.0,34,28,41,naive_persistence,full,103
5,0.22330097087378642,0.0,0.0,1.0,48,32,23,naive_persistence,full,103
20,0.08737864077669903,0.0,0.0,1.0,89,5,9,naive_persistence,full,103
30,0.009708737864077669,0.0,0.0,1.0,100,2,1,naive_persistence,full,103
1,0.3786407766990291,0.47058823529411764,0.5714285714285714,0.17073170731707318,34,28,41,seasonal_naive,full,103
5,0.22330097087378642,0.0,0.0,1.0,48,32,23,seasonal_naive,full,103
20,0.08737864077669903,0.0,0.0,1.0,89,5,9,seasonal_naive,full,103
30,0.009708737864077669,0.0,0.0,1.0,100,2,1,seasonal_naive,full,103
1,0.39805825242718446,0.0,0.0,1.0,34,28,41,linear_ridge,full,103
5,0.1941747572815534,0.0,0.0625,0.782608695652174,48,32,23,linear_ridge,full,103
20,0.6213592233009708,0.6629213483146067,0.0,0.5555555555555556,89,5,9,linear_ridge,full,103
30,0.07766990291262135,0.07,0.0,1.0,100,2,1,linear_ridge,full,103
1,0.27184466019417475,0.0,1.0,0.0,34,28,41,linear_lasso,full,103
5,0.3106796116504854,0.0,1.0,0.0,48,32,23,linear_lasso,full,103
20,0.04854368932038835,0.0,1.0,0.0,89,5,9,linear_lasso,full,103
30,0.019417475728155338,0.0,1.0,0.0,100,2,1,linear_lasso,full,103
1,0.39805825242718446,0.0,0.0,1.0,34,28,41,tsm,full,103
5,0.3106796116504854,0.20833333333333334,0.0,0.9565217391304348,48,32,23,tsm,full,103
20,0.6601941747572816,0.7078651685393258,0.0,0.5555555555555556,89,5,9,tsm,full,103
30,0.9029126213592233,0.93,0.0,0.0,100,2,1,tsm,full,103
1,0.39805825242718446,0.0,0.0,1.0,34,28,41,TSM+LLM-COT-RF-HDELTA,llm_subset,103
5,0.3106796116504854,0.1875,0.03125,0.9565217391304348,48,32,23,TSM+LLM-COT-RF-HDELTA,llm_subset,103
20,0.7281553398058253,0.7865168539325843,0.0,0.5555555555555556,89,5,9,TSM+LLM-COT-RF-HDELTA,llm_subset,103
30,0.8737864077669902,0.9,0.0,0.0,100,2,1,TSM+LLM-COT-RF-HDELTA,llm_subset,103
1,0.39805825242718446,0.0,0.0,1.0,34,28,41,naive_persistence_llm_subset,llm_subset,103
5,0.22330097087378642,0.0,0.0,1.0,48,32,23,naive_persistence_llm_subset,llm_subset,103
20,0.08737864077669903,0.0,0.0,1.0,89,5,9,naive_persistence_llm_subset,llm_subset,103
30,0.009708737864077669,0.0,0.0,1.0,100,2,1,naive_persistence_llm_subset,llm_subset,103
1,0.3786407766990291,0.47058823529411764,0.5714285714285714,0.17073170731707318,34,28,41,seasonal_naive_llm_subset,llm_subset,103
5,0.22330097087378642,0.0,0.0,1.0,48,32,23,seasonal_naive_llm_subset,llm_subset,103
20,0.08737864077669903,0.0,0.0,1.0,89,5,9,seasonal_naive_llm_subset,llm_subset,103
30,0.009708737864077669,0.0,0.0,1.0,100,2,1,seasonal_naive_llm_subset,llm_subset,103
1,0.39805825242718446,0.0,0.0,1.0,34,28,41,linear_ridge_llm_subset,llm_subset,103
5,0.1941747572815534,0.0,0.0625,0.782608695652174,48,32,23,linear_ridge_llm_subset,llm_subset,103
20,0.6213592233009708,0.6629213483146067,0.0,0.5555555555555556,89,5,9,linear_ridge_llm_subset,llm_subset,103
30,0.07766990291262135,0.07,0.0,1.0,100,2,1,linear_ridge_llm_subset,llm_subset,103
1,0.27184466019417475,0.0,1.0,0.0,34,28,41,linear_lasso_llm_subset,llm_subset,103
5,0.3106796116504854,0.0,1.0,0.0,48,32,23,linear_lasso_llm_subset,llm_subset,103
20,0.04854368932038835,0.0,1.0,0.0,89,5,9,linear_lasso_llm_subset,llm_subset,103
30,0.019417475728155338,0.0,1.0,0.0,100,2,1,linear_lasso_llm_subset,llm_subset,103
1,0.39805825242718446,0.0,0.0,1.0,34,28,41,tsm_llm_subset,llm_subset,103
5,0.3106796116504854,0.20833333333333334,0.0,0.9565217391304348,48,32,23,tsm_llm_subset,llm_subset,103
20,0.6601941747572816,0.7078651685393258,0.0,0.5555555555555556,89,5,9,tsm_llm_subset,llm_subset,103
30,0.9029126213592233,0.93,0.0,0.0,100,2,1,tsm_llm_subset,llm_subset,103
