candidate,endpoint,base_model,phase,run_dir,result_name,base_mse_path,llm_mse_path,path_gain_abs,path_gain_pct,reflect_calls,apply_calls,approx_llm_applied_samples,gate_selection,objective,expectation,base_h1_mse,llm_h1_mse,gain_h1_abs,gain_h1_pct,base_h5_mse,llm_h5_mse,gain_h5_abs,gain_h5_pct,base_h20_mse,llm_h20_mse,gain_h20_abs,gain_h20_pct,base_h30_mse,llm_h30_mse,gain_h30_abs,gain_h30_pct
4b_linear_ridge_high_utility_admission,4b,linear_ridge,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_220858_d077e7,linear_ridge+LLM-COT-RF-HDELTA,7.40046579682379,7.532910446103461,-0.13244464927967137,-1.7896799055069665,33,33,33,,Promote only cases that materially help long horizons while avoiding h5 damage.,Expected to help if linear_ridge benefits from only promoting materially positive long-horizon memories.,0.7847441836656975,0.7847441836656975,0.0,0.0,2.962261145159679,2.9316229999577668,0.030638145201912437,1.0342823843189863,6.125463067731386,6.298318384634691,-0.17285531690330558,-2.8219142780224766,25.023838122365703,25.620912477052585,-0.5970743546868817,-2.386022287097642
4b_linear_ridge_prototype_compression,4b,linear_ridge,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_221312_7235f0,linear_ridge+LLM-COT-RF-HDELTA,7.40046579682379,7.538552095950386,-0.13808629912659587,-1.8659136183814433,33,33,33,,"Compress raw memory banks into a smaller, more diverse case set.","Expected to help if linear_ridge benefits from smaller, less cluttered online memory prompts.",0.7847441836656975,0.7847441836656975,0.0,0.0,2.962261145159679,2.9316229999577668,0.030638145201912437,1.0342823843189863,6.125463067731386,6.316388058791495,-0.1909249910601094,-3.1169070639882253,25.023838122365703,25.620912477052585,-0.5970743546868817,-2.386022287097642
4b_linear_lasso_baseline,4b,linear_lasso,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_221726_dec8f0,linear_lasso+LLM-COT-RF-HDELTA,17.142476138367858,17.80377977197016,-0.6613036336023015,-3.8576902675231866,34,34,34,,Reproduce the current live-online baseline under the refactored runner.,Expected to reproduce the current 4B online-memory baseline for linear_lasso.,4.561226986571852,4.561226986571852,0.0,0.0,7.831443177753703,8.192215252405441,-0.3607720746517389,-4.606712536414257,19.960867372348236,20.771155277793024,-0.8102879054447882,-4.059382241912388,35.29725922653915,36.625730877091584,-1.3284716505524372,-3.763668000470676
4b_linear_lasso_learned_gate,4b,linear_lasso,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_222150_d4a4fa,linear_lasso+LLM-COT-RF-HDELTA,17.142476138367858,17.80377977197016,-0.6613036336023015,-3.8576902675231866,114,114,114,"{""base_model"": ""linear_lasso"", ""max_samples"": 80, ""method"": ""linear_lasso+LLM-COT-RF-HDELTA"", ""method_template"": ""TSM+LLM-COT-RF-HDELTA"", ""metric"": ""mse_path"", ""n_val"": 80, ""scope"": ""recent_tail"", ""selected_candidate"": ""p1_ps0.008_ns0.000_neg0.070_h200.10"", ""selected_gate_cfg"": {""max_negative_signal"": 0.07, ""min_abs_base_h20_pct"": 0.1, ""min_net_signal"": 0.0, ""min_positive_examples"": 1, ""min_positive_signal"": 0.008}}",Convert offline helpfulness into validation-fit threshold rules for live gating.,Expected small lift if linear_lasso benefits from validation-fit online gating; likely limited on weaker bases.,4.561226986571852,4.561226986571852,0.0,0.0,7.831443177753703,8.192215252405441,-0.3607720746517389,-4.606712536414257,19.960867372348236,20.771155277793024,-0.8102879054447882,-4.059382241912388,35.29725922653915,36.625730877091584,-1.3284716505524372,-3.763668000470676
4b_linear_lasso_horizon_specific,4b,linear_lasso,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_223639_188059,linear_lasso+LLM-COT-RF-HDELTA,17.142476138367858,17.463383654188075,-0.3209075158202168,-1.8720021146884942,26,26,26,,Admit h20 memories earlier than h30 to make online adaptation faster and more target-aligned.,Expected to help if linear_lasso needs faster h20 adaptation without waiting for full h30 realization.,4.561226986571852,4.561226986571852,0.0,0.0,7.831443177753703,8.064960756876955,-0.23351757912325244,-2.9817949747320065,19.960867372348236,20.358284071895262,-0.3974166995470263,-1.990979109943725,35.29725922653915,35.86611594047149,-0.568856713932341,-1.6116172371384339
4b_linear_lasso_regime_specific,4b,linear_lasso,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_224003_a77cda,linear_lasso+LLM-COT-RF-HDELTA,17.142476138367858,17.80377977197016,-0.6613036336023015,-3.8576902675231866,34,34,34,,Only retrieve online memories from matching regime buckets.,Expected to help if linear_lasso suffers from contradictory memories across regimes.,4.561226986571852,4.561226986571852,0.0,0.0,7.831443177753703,8.192215252405441,-0.3607720746517389,-4.606712536414257,19.960867372348236,20.771155277793024,-0.8102879054447882,-4.059382241912388,35.29725922653915,36.625730877091584,-1.3284716505524372,-3.763668000470676
4b_linear_lasso_high_utility_admission,4b,linear_lasso,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_224427_97218f,linear_lasso+LLM-COT-RF-HDELTA,17.142476138367858,17.719655200097566,-0.5771790617297086,-3.3669526914952557,36,36,36,,Promote only cases that materially help long horizons while avoiding h5 damage.,Expected to help if linear_lasso benefits from only promoting materially positive long-horizon memories.,4.561226986571852,4.561226986571852,0.0,0.0,7.831443177753703,8.168719436112228,-0.3372762583585258,-4.306693551919085,19.960867372348236,20.683524645513675,-0.7226572731654386,-3.6203700955727744,35.29725922653915,36.44823395065826,-1.1509747241191164,-3.260804802809524
4b_linear_lasso_prototype_compression,4b,linear_lasso,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_224907_e48b90,linear_lasso+LLM-COT-RF-HDELTA,17.142476138367858,17.80377977197016,-0.6613036336023015,-3.8576902675231866,34,34,34,,"Compress raw memory banks into a smaller, more diverse case set.","Expected to help if linear_lasso benefits from smaller, less cluttered online memory prompts.",4.561226986571852,4.561226986571852,0.0,0.0,7.831443177753703,8.192215252405441,-0.3607720746517389,-4.606712536414257,19.960867372348236,20.771155277793024,-0.8102879054447882,-4.059382241912388,35.29725922653915,36.625730877091584,-1.3284716505524372,-3.763668000470676
4b_naive_persistence_baseline,4b,naive_persistence,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_225331_9b4702,naive_persistence+LLM-COT-RF-HDELTA,7.736114501953125,7.909735371704911,-0.1736208697517858,-2.244290330862502,34,34,34,,Reproduce the current live-online baseline under the refactored runner.,Expected to reproduce the current 4B online-memory baseline for naive_persistence.,0.7728632092475891,0.7728632471283436,-3.788075453314832e-08,-4.901353057034069e-06,2.6805949211120605,2.70229175000667,-0.021696828894609332,-0.8094034918788952,8.727397918701172,8.968781239245192,-0.24138332054402056,-2.7658108727548854,19.50160217285156,20.024440772785443,-0.522838599933884,-2.6810033109060885
4b_naive_persistence_learned_gate,4b,naive_persistence,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_225806_3b597d,naive_persistence+LLM-COT-RF-HDELTA,7.736114501953125,7.909735371704911,-0.1736208697517858,-2.244290330862502,114,114,114,"{""base_model"": ""naive_persistence"", ""max_samples"": 80, ""method"": ""naive_persistence+LLM-COT-RF-HDELTA"", ""method_template"": ""TSM+LLM-COT-RF-HDELTA"", ""metric"": ""mse_path"", ""n_val"": 80, ""scope"": ""recent_tail"", ""selected_candidate"": ""p1_ps0.008_ns0.000_neg0.030_h200.10"", ""selected_gate_cfg"": {""max_negative_signal"": 0.03, ""min_abs_base_h20_pct"": 0.1, ""min_net_signal"": 0.0, ""min_positive_examples"": 1, ""min_positive_signal"": 0.008}}",Convert offline helpfulness into validation-fit threshold rules for live gating.,Expected small lift if naive_persistence benefits from validation-fit online gating; likely limited on weaker bases.,0.7728632092475891,0.7728632471283436,-3.788075453314832e-08,-4.901353057034069e-06,2.6805949211120605,2.70229175000667,-0.021696828894609332,-0.8094034918788952,8.727397918701172,8.968781239245192,-0.24138332054402056,-2.7658108727548854,19.50160217285156,20.024440772785443,-0.522838599933884,-2.6810033109060885
4b_naive_persistence_horizon_specific,4b,naive_persistence,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_231312_feb7b4,naive_persistence+LLM-COT-RF-HDELTA,7.736114501953125,7.831993792428909,-0.09587929047578392,-1.2393726909235563,24,24,24,,Admit h20 memories earlier than h30 to make online adaptation faster and more target-aligned.,Expected to help if naive_persistence needs faster h20 adaptation without waiting for full h30 realization.,0.7728632092475891,0.7728632471283436,-3.788075453314832e-08,-4.901353057034069e-06,2.6805949211120605,2.695999899483929,-0.015404978371868605,-0.574685054072913,8.727397918701172,8.847620917336299,-0.12022299863512664,-1.3775354321533957,19.50160217285156,19.806812542049368,-0.305210369197809,-1.5650527915224133
4b_naive_persistence_regime_specific,4b,naive_persistence,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_231627_fb7801,naive_persistence+LLM-COT-RF-HDELTA,7.736114501953125,7.909735371704911,-0.1736208697517858,-2.244290330862502,34,34,34,,Only retrieve online memories from matching regime buckets.,Expected to help if naive_persistence suffers from contradictory memories across regimes.,0.7728632092475891,0.7728632471283436,-3.788075453314832e-08,-4.901353057034069e-06,2.6805949211120605,2.70229175000667,-0.021696828894609332,-0.8094034918788952,8.727397918701172,8.968781239245192,-0.24138332054402056,-2.7658108727548854,19.50160217285156,20.024440772785443,-0.522838599933884,-2.6810033109060885
4b_naive_persistence_high_utility_admission,4b,naive_persistence,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_232101_7d3b9e,naive_persistence+LLM-COT-RF-HDELTA,7.736114501953125,7.909735371704911,-0.1736208697517858,-2.244290330862502,34,34,34,,Promote only cases that materially help long horizons while avoiding h5 damage.,Expected to help if naive_persistence benefits from only promoting materially positive long-horizon memories.,0.7728632092475891,0.7728632471283436,-3.788075453314832e-08,-4.901353057034069e-06,2.6805949211120605,2.70229175000667,-0.021696828894609332,-0.8094034918788952,8.727397918701172,8.968781239245192,-0.24138332054402056,-2.7658108727548854,19.50160217285156,20.024440772785443,-0.522838599933884,-2.6810033109060885
4b_naive_persistence_prototype_compression,4b,naive_persistence,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_232536_545ec8,naive_persistence+LLM-COT-RF-HDELTA,7.736114501953125,7.909735371704911,-0.1736208697517858,-2.244290330862502,34,34,34,,"Compress raw memory banks into a smaller, more diverse case set.","Expected to help if naive_persistence benefits from smaller, less cluttered online memory prompts.",0.7728632092475891,0.7728632471283436,-3.788075453314832e-08,-4.901353057034069e-06,2.6805949211120605,2.70229175000667,-0.021696828894609332,-0.8094034918788952,8.727397918701172,8.968781239245192,-0.24138332054402056,-2.7658108727548854,19.50160217285156,20.024440772785443,-0.522838599933884,-2.6810033109060885
4b_seasonal_naive_baseline,4b,seasonal_naive,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_233011_abbae1,seasonal_naive+LLM-COT-RF-HDELTA,8.71242891903364,8.913792710992485,-0.2013637919588458,-2.311224502720885,34,34,34,,Reproduce the current live-online baseline under the refactored runner.,Expected to reproduce the current 4B online-memory baseline for seasonal_naive.,2.781761996982646,2.781761996982646,0.0,0.0,2.6805948626868275,2.6805948626868275,0.0,0.0,8.727398027925304,9.037678471215056,-0.31028044328975213,-3.555245702063077,19.501601840606757,20.09296712539584,-0.5913652847890845,-3.032393388104806
4b_seasonal_naive_learned_gate,4b,seasonal_naive,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_233441_c93be1,seasonal_naive+LLM-COT-RF-HDELTA,8.71242891903364,8.913792710992485,-0.2013637919588458,-2.311224502720885,114,114,114,"{""base_model"": ""seasonal_naive"", ""max_samples"": 80, ""method"": ""seasonal_naive+LLM-COT-RF-HDELTA"", ""method_template"": ""TSM+LLM-COT-RF-HDELTA"", ""metric"": ""mse_path"", ""n_val"": 80, ""scope"": ""recent_tail"", ""selected_candidate"": ""p1_ps0.008_ns0.000_neg0.030_h200.10"", ""selected_gate_cfg"": {""max_negative_signal"": 0.03, ""min_abs_base_h20_pct"": 0.1, ""min_net_signal"": 0.0, ""min_positive_examples"": 1, ""min_positive_signal"": 0.008}}",Convert offline helpfulness into validation-fit threshold rules for live gating.,Expected small lift if seasonal_naive benefits from validation-fit online gating; likely limited on weaker bases.,2.781761996982646,2.781761996982646,0.0,0.0,2.6805948626868275,2.6805948626868275,0.0,0.0,8.727398027925304,9.037678471215056,-0.31028044328975213,-3.555245702063077,19.501601840606757,20.09296712539584,-0.5913652847890845,-3.032393388104806
4b_seasonal_naive_horizon_specific,4b,seasonal_naive,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_234945_f49a22,seasonal_naive+LLM-COT-RF-HDELTA,8.71242891903364,8.81346259406041,-0.10103367502676974,-1.1596499204262791,24,24,24,,Admit h20 memories earlier than h30 to make online adaptation faster and more target-aligned.,Expected to help if seasonal_naive needs faster h20 adaptation without waiting for full h30 realization.,2.781761996982646,2.781761996982646,0.0,0.0,2.6805948626868275,2.6805948626868275,0.0,0.0,8.727398027925304,8.837194458208923,-0.10979643028361963,-1.258066034484744,19.501601840606757,19.82831691347043,-0.3267150728636743,-1.6753242914814281
4b_seasonal_naive_regime_specific,4b,seasonal_naive,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_235258_53cb71,seasonal_naive+LLM-COT-RF-HDELTA,8.71242891903364,8.918307576735112,-0.20587865770147218,-2.3630454792199065,34,34,34,,Only retrieve online memories from matching regime buckets.,Expected to help if seasonal_naive suffers from contradictory memories across regimes.,2.781761996982646,2.781761996982646,0.0,0.0,2.6805948626868275,2.6805948626868275,0.0,0.0,8.727398027925304,9.057636918370507,-0.3302388904452034,-3.7839329590392072,19.501601840606757,20.07934852908134,-0.5777466884745834,-2.962560169142536
4b_seasonal_naive_high_utility_admission,4b,seasonal_naive,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260315_235730_79455b,seasonal_naive+LLM-COT-RF-HDELTA,8.71242891903364,8.913792710992485,-0.2013637919588458,-2.311224502720885,34,34,34,,Promote only cases that materially help long horizons while avoiding h5 damage.,Expected to help if seasonal_naive benefits from only promoting materially positive long-horizon memories.,2.781761996982646,2.781761996982646,0.0,0.0,2.6805948626868275,2.6805948626868275,0.0,0.0,8.727398027925304,9.037678471215056,-0.31028044328975213,-3.555245702063077,19.501601840606757,20.09296712539584,-0.5913652847890845,-3.032393388104806
4b_seasonal_naive_prototype_compression,4b,seasonal_naive,single_policy,/Users/davidwilkinson/Desktop/ETS 2/runs/20260316_000202_383660,seasonal_naive+LLM-COT-RF-HDELTA,8.71242891903364,8.913792710992485,-0.2013637919588458,-2.311224502720885,34,34,34,,"Compress raw memory banks into a smaller, more diverse case set.","Expected to help if seasonal_naive benefits from smaller, less cluttered online memory prompts.",2.781761996982646,2.781761996982646,0.0,0.0,2.6805948626868275,2.6805948626868275,0.0,0.0,8.727398027925304,9.037678471215056,-0.31028044328975213,-3.555245702063077,19.501601840606757,20.09296712539584,-0.5913652847890845,-3.032393388104806
