horizon,mse,rmse,mae,mape
1,8.38467034085416,2.8956295241025156,2.545454945597615,6.6549281046603666
5,17.21575790026505,4.149187619313575,3.637680653925542,9.524637348128705
20,45.08439202627023,6.714491196380425,5.360530919961996,14.480980618541262
30,38.54280585374582,6.208285258728518,4.6343691098940125,12.45321738442594
