model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,142,34.45536804199219,5.869869709014893,4.5919036865234375,6.366180628538132
seasonal_naive,full,142,38.873733118695164,6.23488036121746,4.97015734121833,6.882471775929745
linear_ridge,full,142,35.04261472914544,5.919680289436706,4.727488808788604,6.581075370157116
linear_lasso,full,142,37.31017003494682,6.108205140214826,5.051068986525558,6.948969611423469
tsm,full,142,36.135467529296875,6.01127815246582,4.745027542114258,6.600983440876007
TSM+LLM-COT-RF-HDELTA,llm_subset,142,36.48427150307832,6.040221146868575,4.764888818389387,6.627809092881096
naive_persistence_llm_subset,llm_subset,142,34.45536804199219,5.869869709014893,4.5919036865234375,6.366180628538132
seasonal_naive_llm_subset,llm_subset,142,38.873733118695164,6.23488036121746,4.97015734121833,6.882471775929745
linear_ridge_llm_subset,llm_subset,142,35.04261472914544,5.919680289436706,4.727488808788604,6.581075370157116
linear_lasso_llm_subset,llm_subset,142,37.31017003494682,6.108205140214826,5.051068986525558,6.948969611423469
tsm_llm_subset,llm_subset,142,36.135467529296875,6.01127815246582,4.745027542114258,6.600983440876007
