horizon,mse,rmse,mae,mape
1,5.378274000436313,2.3191106054770896,1.9440761082608935,2.7174317016821754
5,13.588771867186846,3.6862951410849956,3.0915211959623954,4.300000208782628
20,49.473929906169566,7.033770674835053,6.11547263239471,8.383772668368197
30,64.0433773246502,8.002710623573128,6.90868920339665,9.460448471348194
