variant,seed,n_features,feature_cols,contains_icap,contains_coal,contains_brent,contains_indices,contains_auctions,contains_vstoxx,best_val_loss,epochs_ran,mse_path,rmse_path,h1_mse,h5_mse,h20_mse,h30_mse
full,42,11,"y,eua_high,eua_low,eua_volume,eua_range,eua_range_pct,icap_secondary,icap_return,eurusd,brent_price,brent_return",1,0,1,0,0,0,4.71922242641449,8,2623.35595703125,51.21870803833008,2573.15234375,2590.867919921875,2643.069091796875,2703.172119140625
no_icap,42,11,"y,eua_high,eua_low,eua_volume,eua_range,eua_range_pct,eurusd,brent_price,brent_return,brent_vol_5d,brent_vol_20d",0,0,1,0,0,0,4.7199486792087555,8,2622.375244140625,51.20913314819336,2572.4189453125,2589.3876953125,2642.028076171875,2704.90185546875
no_coal,42,11,"y,eua_high,eua_low,eua_volume,eua_range,eua_range_pct,icap_secondary,icap_return,eurusd,brent_price,brent_return",1,0,1,0,0,0,4.71922242641449,8,2623.35595703125,51.21870803833008,2573.15234375,2590.867919921875,2643.069091796875,2703.172119140625
no_icap_no_coal,42,11,"y,eua_high,eua_low,eua_volume,eua_range,eua_range_pct,eurusd,brent_price,brent_return,brent_vol_5d,brent_vol_20d",0,0,1,0,0,0,4.7199486792087555,8,2622.375244140625,51.20913314819336,2572.4189453125,2589.3876953125,2642.028076171875,2704.90185546875
no_brent,42,11,"y,eua_high,eua_low,eua_volume,eua_range,eua_range_pct,icap_secondary,icap_return,eurusd,brent_price,brent_return",1,0,1,0,0,0,4.71922242641449,8,2623.35595703125,51.21870803833008,2573.15234375,2590.867919921875,2643.069091796875,2703.172119140625
no_indices,42,11,"y,eua_high,eua_low,eua_volume,eua_range,eua_range_pct,icap_secondary,icap_return,eurusd,brent_price,brent_return",1,0,1,0,0,0,4.71922242641449,8,2623.35595703125,51.21870803833008,2573.15234375,2590.867919921875,2643.069091796875,2703.172119140625
no_auctions,42,11,"y,eua_high,eua_low,eua_volume,eua_range,eua_range_pct,icap_secondary,icap_return,eurusd,brent_price,brent_return",1,0,1,0,0,0,4.71922242641449,8,2623.35595703125,51.21870803833008,2573.15234375,2590.867919921875,2643.069091796875,2703.172119140625
no_vstoxx,42,11,"y,eua_high,eua_low,eua_volume,eua_range,eua_range_pct,icap_secondary,icap_return,eurusd,brent_price,brent_return",1,0,1,0,0,0,4.71922242641449,8,2623.35595703125,51.21870803833008,2573.15234375,2590.867919921875,2643.069091796875,2703.172119140625
