horizon,mse,rmse,mae,mape
1,8.845697452205426,2.9741717254061553,2.408887998022214,2.8679156579348697
5,9.112203897687259,3.0186427244189167,2.4490912851661144,2.932856592519386
20,20.849802812618424,4.566158430521046,3.7345453898111978,4.820182389548268
30,34.36045230830716,5.861778937174888,4.650202202074455,6.106914477174129
