horizon,mse,rmse,mae,mape
1,10.084191604648515,3.1755616203513535,2.9223123415552004,3.4731717928296297
5,11.97356249504156,3.4602835859278294,2.6717767426461885,3.1399434051289603
20,14.526276880750583,3.81133531465687,2.9576781301787407,3.862171855420264
30,33.05375336974476,5.749239373147091,4.619254911788786,6.085850173504446
