model,subset,n_samples,mse_path,rmse_path,mae_path,mape_path
naive_persistence,full,359,19.97409439086914,4.469238758087158,3.352180242538452,4.669917583465576
seasonal_naive,full,359,22.403142064354455,4.733195755972328,3.611342659811234,5.027267734142272
linear_ridge,full,359,20.207190944263786,4.495240921715296,3.3140707722613407,4.683524744491761
linear_lasso,full,359,22.408314262345296,4.733742099264101,3.826765079197224,5.266945211743199
tsm,full,359,14.515774726867676,3.809957265853882,2.6489908695220947,3.6982369422912598
TSM+LLM-COT-RF,llm_subset,359,13.072749719249314,3.615625771460497,2.5998541787093505,3.5963193430127696
TSM+LLM-COT-RF_blend_ramp_bestval_path,llm_subset,359,12.514862739332935,3.53763519025534,2.4929076873635903,3.4583227844771867
TSM+LLM-COT-RF_blend_ramp_bestval_h1,llm_subset,359,14.515774085804141,3.8099572288680803,2.648991227216375,3.6982370429700886
TSM+LLM-COT-RF_blend_ramp_bestval_h5,llm_subset,359,12.54846892266695,3.542381814918735,2.4977552005107184,3.45955548407482
TSM+LLM-COT-RF_blend_ramp_bestval_h20,llm_subset,359,12.514862739332935,3.53763519025534,2.4929076873635903,3.4583227844771867
TSM+LLM-COT-RF_blend_ramp_bestval_h30,llm_subset,359,12.514862739332935,3.53763519025534,2.4929076873635903,3.4583227844771867
naive_persistence_llm_subset,llm_subset,359,19.97409439086914,4.469238758087158,3.352180242538452,4.669917583465576
seasonal_naive_llm_subset,llm_subset,359,22.403142064354455,4.733195755972328,3.611342659811234,5.027267734142272
linear_ridge_llm_subset,llm_subset,359,20.207190944263786,4.495240921715296,3.3140707722613407,4.683524744491761
linear_lasso_llm_subset,llm_subset,359,22.408314262345296,4.733742099264101,3.826765079197224,5.266945211743199
tsm_llm_subset,llm_subset,359,14.515774726867676,3.809957265853882,2.6489908695220947,3.6982369422912598
