horizon,mse,rmse,mae,mape
1,0.8158501,0.9032442,0.6937621,1.7674453556537628
5,3.0811114,1.7553095,1.3698018,3.5045232623815536
20,11.093241,3.3306518,2.7345545,7.214106619358063
30,11.322754,3.36493,2.8681185,7.750314474105835
