horizon,mse,rmse,mae,mape
1,3.086582735817537,1.7568673074018815,1.3692077410103072,3.4884632250873278
5,3.081111441465068,1.7553095001922219,1.3698017762439085,3.504523441577833
20,11.09324147290764,3.3306518090169135,2.7345542907714844,7.2141072177136545
30,11.32275441232988,3.3649300753997666,2.8681188149027306,7.750314991111928
