column,valid_count,missing_count,coverage_pct,first_date,last_date
y,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
eua_high,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
eua_low,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
eua_volume,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
eua_range,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
eua_range_pct,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
target_volume,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
uka_volume,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
target_range,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
uka_range,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
target_range_pct,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
uka_range_pct,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
eurusd,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
brent_price,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
brent_return,4052,1,99.9753269183321,2009-04-02 00:00:00,2024-12-31 00:00:00
brent_vol_5d,4051,2,99.95065383666419,2009-04-03 00:00:00,2024-12-31 00:00:00
brent_vol_20d,4051,2,99.95065383666419,2009-04-03 00:00:00,2024-12-31 00:00:00
coal_price,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
coal_return,4052,1,99.9753269183321,2009-04-02 00:00:00,2024-12-31 00:00:00
coal_vol_5d,4051,2,99.95065383666419,2009-04-03 00:00:00,2024-12-31 00:00:00
coal_vol_20d,4051,2,99.95065383666419,2009-04-03 00:00:00,2024-12-31 00:00:00
coal_brent_ratio,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
coal_brent_ratio_z20,4049,4,99.9013076733284,2009-04-07 00:00:00,2024-12-31 00:00:00
coal_brent_return_spread,4052,1,99.9753269183321,2009-04-02 00:00:00,2024-12-31 00:00:00
coal_brent_vol_ratio_20d,4051,2,99.95065383666419,2009-04-03 00:00:00,2024-12-31 00:00:00
auction_price_eur,1708,2345,42.141623488773746,2017-01-09 00:00:00,2024-12-16 00:00:00
is_auction_day,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
auction_price_lag_1,2051,2002,50.604490500863555,2017-01-10 00:00:00,2024-12-31 00:00:00
auction_price_lag_5,2047,2006,50.50579817419195,2017-01-16 00:00:00,2024-12-31 00:00:00
auction_price_lag_20,2032,2021,50.13570194917345,2017-02-06 00:00:00,2024-12-31 00:00:00
auction_price_rolling_mean_20,2052,2001,50.629163582531454,2017-01-09 00:00:00,2024-12-31 00:00:00
y_return,4052,1,99.9753269183321,2009-04-02 00:00:00,2024-12-31 00:00:00
y_ma_5d,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
y_ma_20d,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
y_ma_60d,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
y_vol_20d,4051,2,99.95065383666419,2009-04-03 00:00:00,2024-12-31 00:00:00
y_momentum_5d,4048,5,99.87663459166049,2009-04-08 00:00:00,2024-12-31 00:00:00
y_momentum_20d,4033,20,99.50653836664199,2009-04-30 00:00:00,2024-12-31 00:00:00
uka_brent_ratio,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
uka_brent_ratio_z20,4049,4,99.9013076733284,2009-04-07 00:00:00,2024-12-31 00:00:00
uka_coal_ratio,4053,0,100.0,2009-04-01 00:00:00,2024-12-31 00:00:00
uka_coal_ratio_z20,4049,4,99.9013076733284,2009-04-07 00:00:00,2024-12-31 00:00:00
uka_brent_return_spread,4052,1,99.9753269183321,2009-04-02 00:00:00,2024-12-31 00:00:00
uka_coal_return_spread,4052,1,99.9753269183321,2009-04-02 00:00:00,2024-12-31 00:00:00
