date,close_eur,sent_score,sent_score_3d_ma,log_ret_1d,hist_vol_20d,ret_5d,ret_20d,trend_regime_20d,trend_threshold_20d,volatility_regime,sentiment_alignment_5d,trend_vol_regime
2024-07-29,68.78,0.0,0.0,0.015679125506565583,0.01945183994711403,0.061583577712609916,0.006585687106688276,up,0.3313766823790455,high_vol,neutral,up__high_vol
2024-07-30,68.58,0.0,0.0,-0.002912057969346016,0.017393837315879387,0.04240766073871405,-0.033131256168053125,down,0.2958061200828349,high_vol,neutral,down__high_vol
2024-07-31,69.24,0.0,0.0,0.009577783273234886,0.017574472686436523,0.004934687953555672,-0.023550980115639608,down,0.2985112058154638,high_vol,neutral,down__high_vol
2024-08-01,71.17,0.0,0.0,0.027492651003170998,0.01854685560963555,0.060971973762671494,0.014106583072100332,up,0.3152571332956306,high_vol,neutral,up__high_vol
2024-08-02,70.44,0.0,0.0,-0.010310097683174035,0.018702526216650903,0.04031900753212225,0.0012793176972281106,flat,0.3179242431568457,high_vol,neutral,flat__high_vol
2024-08-05,68.86,0.0,0.0,-0.022685825717627672,0.018927806883459804,0.0011631288165163678,-0.0026071842410198,flat,0.32171120164644185,high_vol,neutral,flat__high_vol
2024-08-06,69.96,0.0,0.0,0.015848192240023096,0.01916643792848858,0.02012248468941369,0.021015761821365997,up,0.3261121497437478,high_vol,neutral,up__high_vol
2024-08-07,70.57,0.0,0.0,0.008681474862337168,0.01910956582149175,0.019208549971114985,0.03840494408475581,up,0.3257679346461499,high_vol,neutral,up__high_vol
2024-08-08,71.06,0.0,0.0,0.006919465580142337,0.01908931365690536,-0.0015455950540957941,0.03706946876824291,up,0.3260287741104907,high_vol,neutral,up__high_vol
2024-08-09,70.14,0.0,0.0,-0.0130313458808482,0.01920568432993309,-0.004258943781942026,0.011391492429704497,up,0.328205939514224,high_vol,neutral,up__high_vol
2024-08-12,72.65,0.0,0.0,0.035160145304259594,0.01962927851751685,0.055039209991286864,0.0750221959159516,up,0.33668874611189104,high_vol,neutral,up__high_vol
2024-08-13,71.29,0.0,0.0,-0.018897324886754774,0.02025570511238934,0.019010863350486185,0.049308213129231726,up,0.34828165762869845,high_vol,neutral,up__high_vol
2024-08-14,71.87,0.0,0.0,0.008102866350814253,0.019404481988596727,0.01842142553492998,0.08205359831376091,up,0.33496744476790036,high_vol,neutral,up__high_vol
2024-08-15,72.11,0.0,0.0,0.0033337994483169098,0.019299550658635475,0.014776245426400214,0.09075782786265307,up,0.3346035471002583,high_vol,neutral,up__high_vol
2024-08-16,72.52,0.0,0.0,0.0056696549579822175,0.019248980375516027,0.03393213572854292,0.09878787878787865,up,0.33529558303856477,high_vol,neutral,up__high_vol
2024-08-19,73.14,0.0,0.0,0.008513026834584103,0.018466219806856577,0.006744666207845862,0.12887791325821873,up,0.3235881862304969,high_vol,neutral,up__high_vol
2024-08-20,73.07,0.0,0.0,-0.0009575269181087975,0.018395340606653245,0.024968438771215906,0.11065511475908174,up,0.32402012828073895,high_vol,neutral,up__high_vol
2024-08-21,72.14,0.0,0.0,-0.012809210327732856,0.016067687054203836,0.003756783080562043,0.047024673439767684,up,0.2836709980202028,low_vol,neutral,up__low_vol
2024-08-22,71.57,0.0,0.0,-0.007932683724886758,0.014774117630946408,-0.00748855914574964,0.06693500298151456,up,0.2616625505969851,low_vol,neutral,up__low_vol
2024-08-23,71.13,0.0,0.0,-0.006166803005082322,0.014843653026336417,-0.019167126309983407,0.050509525919361975,up,0.263528649459689,low_vol,neutral,up__low_vol
2024-08-26,70.49,0.0,0.0,-0.009038332959639739,0.014713852330230339,-0.036231884057971064,0.024861878453038555,up,0.2615387251698408,low_vol,neutral,up__low_vol
2024-08-27,71.49,-0.25,-0.08333333333333348,0.014086723992975614,0.01495117313520372,-0.02162310113589705,0.04243219597550296,up,0.2663009514010362,low_vol,neutral,up__low_vol
2024-08-28,70.77,0.0,-0.08333333333333348,-0.010122397691066709,0.015079448281258782,-0.018990851122816843,0.02209705372616977,up,0.2688741025789824,low_vol,neutral,up__low_vol
2024-08-29,71.06,0.0,-0.08333333333333348,0.004089408505187464,0.013774592262109028,-0.0071258907363419555,-0.0015455950540957941,flat,0.24558892726517143,low_vol,neutral,flat__low_vol
2024-08-30,70.3,0.0,0.0,-0.010752791776261539,0.013792245323278291,-0.011668775481512683,-0.0019875070982396936,flat,0.24587952947007505,low_vol,neutral,flat__low_vol
2024-09-02,70.43,0.5,0.16666666666666652,0.0018475099407000428,0.01272760744978997,-0.0008511845651864025,0.022799883822248068,up,0.2271496101563981,low_vol,neutral,up__low_vol
2024-09-03,68.16,0.0,0.16666666666666652,-0.03276142623625855,0.014311264861391781,-0.04657994125052456,-0.02572898799313894,down,0.2550911405218749,low_vol,divergent,down__low_vol
2024-09-04,67.0,0.0,0.16666666666666652,-0.01716526313009492,0.014527537896542427,-0.0532711600960859,-0.05058806858438425,down,0.25829780785828343,low_vol,divergent,down__low_vol
2024-09-05,66.2,0.0,0.0,-0.012012156448003353,0.01449165200503056,-0.06839290740219528,-0.06839290740219528,down,0.25677939333363353,low_vol,neutral,down__low_vol
2024-09-06,66.5,0.0,0.0,0.004521484718845947,0.014418054893848984,-0.05405405405405406,-0.05189620758483038,down,0.25481929542329756,low_vol,neutral,down__low_vol
2024-09-09,66.52,0.0,0.0,0.0003007066629185928,0.011394945659591546,-0.055516115291779244,-0.08437715072264296,down,0.20051685877182618,low_vol,neutral,down__low_vol
2024-09-10,64.92,0.0,0.0,-0.024346911678336802,0.011817005492117045,-0.047535211267605515,-0.08935334549025109,down,0.2070029165824672,low_vol,neutral,down__low_vol
2024-09-11,66.4,0.0,0.0,0.022541313835998444,0.013018945788340812,-0.008955223880596885,-0.07610964240990681,down,0.2271675850607514,low_vol,neutral,down__low_vol
2024-09-12,65.45,0.0,0.0,-0.014410564126479564,0.013100231713460548,-0.01132930513595165,-0.09235889613091108,down,0.22749534887801995,low_vol,neutral,down__low_vol
2024-09-13,64.99,0.0,0.0,-0.007053080449651361,0.012869633089653576,-0.02270676691729334,-0.10383342526199668,down,0.2222794766120803,low_vol,neutral,down__low_vol
2024-09-16,63.21,0.0,0.0,-0.02777089542205058,0.013341801346905985,-0.04975947083583876,-0.1357670221493027,down,0.22877853859606156,low_vol,neutral,down__low_vol
2024-09-17,64.34,0.0,0.0,0.01771900532667292,0.014418901959633659,-0.008934072704867457,-0.11947447652935528,down,0.24567465867646493,low_vol,neutral,down__low_vol
2024-09-18,63.7,0.0,0.0,-0.00999695923276267,0.014366334711794838,-0.0406626506024097,-0.11699473246465208,down,0.24326334988297463,low_vol,neutral,down__low_vol
2024-09-19,62.82,0.0,0.0,-0.013911068467616694,0.0144656720090282,-0.040183346065699066,-0.12225792929998591,down,0.24336323304387789,low_vol,neutral,down__low_vol
2024-09-20,63.39,0.0,0.0,0.009032626185573989,0.014878578320273946,-0.02461917218033538,-0.10881484605651615,down,0.24887025991863496,low_vol,neutral,down__low_vol
2024-09-23,64.1,0.0,0.0,0.011138243630549383,0.015322024762372691,0.01408005062490103,-0.09065115619236774,down,0.2550638309661157,low_vol,neutral,down__low_vol
2024-09-24,63.87,0.0,0.0,-0.0035945963531265335,0.01467428632675508,-0.00730494249300595,-0.10658833403273182,down,0.2428832844230692,low_vol,neutral,down__low_vol
2024-09-25,65.24,0.0,0.0,0.02122301017931516,0.015800520703436256,0.02417582417582409,-0.0781404549950544,down,0.26043208249438043,low_vol,neutral,down__low_vol
2024-09-26,66.52,0.0,0.0,0.019429876571914306,0.01657092684842307,0.05889843998726518,-0.0638896707008163,down,0.2721899016804773,low_vol,neutral,down__low_vol
2024-09-27,66.33,0.0,0.0,-0.002860370787262312,0.016477845863712863,0.04637955513487935,-0.05647226173541964,down,0.26984326359488675,low_vol,neutral,down__low_vol
2024-09-30,65.56,0.0,0.0,-0.011676529661835744,0.01654982455749011,0.022776911076443085,-0.0691466704529321,down,0.2700145251115825,low_vol,neutral,down__low_vol
2024-10-01,63.61,0.0,0.0,-0.030195063184915938,0.016320035392612897,-0.004070768749021458,-0.06675469483568075,down,0.2653372554263644,low_vol,neutral,down__low_vol
2024-10-02,62.6,0.0,0.0,-0.016005412584660483,0.0162707363108301,-0.040465971796443845,-0.06567164179104479,down,0.26364084197048854,low_vol,neutral,down__low_vol
2024-10-03,62.76,0.0,0.0,0.002552649758779779,0.016190563589062488,-0.056524353577871334,-0.05196374622356503,down,0.26164557906058733,low_vol,neutral,down__low_vol
2024-10-04,62.05,0.0,0.0,-0.011377416214216396,0.016209281120668606,-0.06452585557063173,-0.06691729323308271,down,0.2610464201280791,low_vol,neutral,down__low_vol
2024-10-07,61.76,0.0,0.0,-0.004684605934095032,0.016186671815450943,-0.057962172056131855,-0.07155742633794349,down,0.2597191959468556,low_vol,neutral,down__low_vol
2024-10-08,60.29,0.0,0.0,-0.024089653215206397,0.016169504402562755,-0.05219305140701147,-0.07131854590264941,down,0.2585079304479137,low_vol,neutral,down__low_vol
2024-10-09,62.01,0.0,0.0,0.02812940986047252,0.016686808761516767,-0.00942492012779561,-0.06611445783132541,down,0.26586258059285867,high_vol,neutral,down__high_vol
2024-10-10,65.0,0.0,0.0,0.04709160753384989,0.01991039778642287,0.03569152326322511,-0.006875477463712754,down,0.3171104167446295,high_vol,neutral,down__high_vol
2024-10-11,64.62,0.0,0.0,-0.005863309499284597,0.019891068329402243,0.041418211120064496,-0.005693183566702453,down,0.3167105627078205,high_vol,neutral,down__high_vol
2024-10-14,65.97,0.0,0.0,0.020676132838427286,0.019309149851172262,0.06816709844559576,0.04366397721879456,up,0.30811127688768936,high_vol,neutral,up__high_vol
2024-10-15,65.09,0.0,0.0,-0.01342916565048391,0.019242237996060257,0.07961519323270871,0.011656823127137006,up,0.3072239771248435,high_vol,neutral,up__high_vol
2024-10-16,63.03,0.0,0.0,-0.03216012405927682,0.020481661401737985,0.01644895984518624,-0.01051805337519629,down,0.3268412322335811,high_vol,neutral,down__high_vol
2024-10-17,62.98,0.25,0.08333333333333319,-0.0007935878521401207,0.020239161193558543,-0.031076923076923113,0.002546959567016893,flat,0.3230119528588924,high_vol,divergent,flat__high_vol
2024-10-18,62.28,0.0,0.08333333333333319,-0.011176868707081233,0.020275604835480444,-0.03621169916434541,-0.01751064836725036,down,0.3233122602559627,high_vol,divergent,down__high_vol
2024-10-21,61.76,0.0,0.08333333333333319,-0.00838444124927662,0.020135849370426118,-0.063816886463544,-0.036505460218408725,down,0.3204947634855548,high_vol,divergent,down__high_vol
2024-10-22,62.25,0.0,0.0,0.007902629628295799,0.02024751277789869,-0.04363189430019976,-0.025364020666979736,down,0.32186205593476575,high_vol,neutral,down__high_vol
2024-10-23,64.89,0.0,0.0,0.041534993288260935,0.021879536655747295,0.0295097572584484,-0.005364806866952732,down,0.34770959653313155,high_vol,neutral,down__high_vol
2024-10-24,66.63,0.0,0.0,0.026461397941368148,0.022265815377910204,0.057954906319466426,0.001653638003607849,flat,0.35387895348188997,high_vol,neutral,flat__high_vol
2024-10-25,66.97,0.0,0.0,0.005089831347513396,0.0222814708729616,0.07530507385998719,0.00964872606663647,up,0.354306023902536,high_vol,neutral,up__high_vol
2024-10-28,66.4,0.0,0.0,-0.00854770143957051,0.022202468886374817,0.07512953367875652,0.01281269066503965,up,0.3532829096113816,high_vol,neutral,up__high_vol
2024-10-29,67.28,0.0,0.0,0.013165959182304121,0.021124231989852867,0.08080321285140557,0.05769533092281098,up,0.33709521303607054,high_vol,neutral,up__high_vol
2024-10-30,65.47,0.0,0.0,-0.027270993211693018,0.021791849998059196,0.008938203112960341,0.04584664536741201,up,0.34853067692520556,high_vol,neutral,up__high_vol
2024-10-31,64.58,0.0,0.0,-0.013687257122870555,0.022080291609679142,-0.030766921806993808,0.028999362651370264,up,0.3536462305299711,high_vol,neutral,up__high_vol
2024-11-01,63.87,0.0,0.0,-0.011054997756631657,0.0220705647739736,-0.04628938330595789,0.029331184528605947,up,0.35399254723035584,high_vol,neutral,up__high_vol
2024-11-04,65.22,0.0,0.0,0.020916402787675814,0.02243570455480433,-0.01777108433734953,0.05602331606217614,up,0.36081941403956724,high_vol,neutral,up__high_vol
2024-11-05,64.3,0.0,0.0,-0.01420653911759917,0.02191684450311312,-0.04429250891795489,0.06651185934649195,up,0.3535734939464685,high_vol,neutral,up__high_vol
2024-11-06,63.76,0.0,0.0,-0.008433596761614481,0.021244286070690142,-0.026118833053306867,0.028221254636348947,up,0.3431881637932009,high_vol,neutral,up__high_vol
2024-11-07,66.04,0.0,0.0,0.035134584569967764,0.020023699084020446,0.022607618457727074,0.016000000000000014,up,0.3237306519785094,high_vol,neutral,up__high_vol
2024-11-08,68.02,0.0,0.0,0.0295411605271223,0.02094786908621474,0.06497573195553463,0.052615289384091435,up,0.3395623394038994,high_vol,neutral,up__high_vol
2024-11-11,67.57,0.0,0.0,-0.006637682014966728,0.02059223739923434,0.036031892057651005,0.024253448537213895,up,0.33420943895989236,high_vol,neutral,up__high_vol
2024-11-12,67.53,0.0,0.0,-0.0005921539773323659,0.020310446720217278,0.05023328149300155,0.037486557074819515,up,0.3302554800882472,high_vol,neutral,up__high_vol
2024-11-13,66.31,0.0,0.0,-0.018231228205974226,0.019296733180034095,0.03999372647427868,0.052038711724575526,up,0.3145632838426715,high_vol,neutral,up__high_vol
2024-11-14,68.27,0.0,0.0,0.029129716049412835,0.02016543946784146,0.03376741368867342,0.0839949190219118,up,0.3300578304898884,high_vol,neutral,up__high_vol
2024-11-15,68.01,0.0,0.0,-0.003815678242641951,0.01993913278946154,-0.00014701558365171064,0.09200385356454732,up,0.32778189631755017,high_vol,neutral,up__high_vol
2024-11-18,69.51,0.0,0.0,0.021815873924847295,0.020063105152644378,0.028710966405209648,0.1254857512953369,up,0.3317635068041205,high_vol,neutral,up__high_vol
2024-11-19,68.13,0.0,0.0,-0.020052982326817848,0.020874445217961883,0.00888494002665463,0.09445783132530106,up,0.34671409784773116,high_vol,neutral,up__high_vol
2024-11-20,68.38,0.0,0.0,0.0036627394255788204,0.018970174655334467,0.0312170110088974,0.05378332562798582,up,0.3159126898071104,high_vol,neutral,up__high_vol
2024-11-21,69.99,0.0,0.0,0.023271990490292715,0.01877156675421393,0.025194082320199263,0.050427735254389816,up,0.31339365340743935,high_vol,neutral,up__high_vol
2024-11-22,69.27,0.0,0.0,-0.010340462666934336,0.018973790572423876,0.018526687251874563,0.03434373600119445,up,0.3173153018093891,high_vol,neutral,up__high_vol
2024-11-25,69.86,0.0,0.0,0.008481327344171952,0.01887208741370249,0.0050352467270895485,0.05210843373493956,up,0.31643064867647025,high_vol,neutral,up__high_vol
2024-11-26,69.23,0.5,0.16666666666666652,-0.00905894468875168,0.01886779028136058,0.016145603992367752,0.028983353151010638,up,0.3168185005094599,high_vol,neutral,up__high_vol
2024-11-27,68.47,0.0,0.16666666666666652,-0.011038601556962568,0.017892173824924276,0.0013161743199765485,0.045822514128608605,up,0.3011073932996445,high_vol,neutral,up__high_vol
2024-11-28,67.63,0.0,0.16666666666666652,-0.012344021546122796,0.01783165909761125,-0.03371910272896128,0.04722824403840198,up,0.30076882295678997,high_vol,divergent,up__high_vol
2024-11-29,68.4,0.0,0.0,0.011321153041656373,0.017650190350149385,-0.01255954958856631,0.0709253170502584,up,0.29870740893833464,high_vol,neutral,up__high_vol
2024-12-02,68.83,0.0,0.0,0.006266871781767769,0.017183966780336547,-0.014743773260807336,0.055351119288561845,up,0.2915925842996777,high_vol,neutral,up__high_vol
2024-12-03,68.49,-0.25,-0.08333333333333348,-0.00495194720045955,0.01682579704184358,-0.010689007655640737,0.06516329704510104,up,0.28639609789847376,high_vol,neutral,up__high_vol
2024-12-04,67.86,0.0,-0.08333333333333348,-0.009240989853728898,0.016856009612954526,-0.008909011245801124,0.0643036386449185,up,0.28777422411716047,high_vol,neutral,up__high_vol
2024-12-05,67.34,0.0,-0.08333333333333348,-0.007692345623156349,0.015214782502793196,-0.004288037853023674,0.019685039370078705,up,0.26000161449460046,low_vol,neutral,up__low_vol
2024-12-06,68.31,0.0,0.0,0.014301755010829531,0.014045523667579775,-0.0013157894736842701,0.00426345192590416,up,0.24007135759764223,low_vol,neutral,up__low_vol
2024-12-09,66.37,0.0,0.0,-0.0288110215859243,0.015422343089956535,-0.035740229551067704,-0.017759360663015977,down,0.26337313632584053,low_vol,neutral,down__low_vol
2024-12-10,68.18,0.0,0.0,0.026906119551923346,0.01662936456664935,-0.0045262082055772535,0.009625351695542905,up,0.28412100830348214,high_vol,neutral,up__high_vol
2024-12-11,68.63,0.0,0.0,0.006578490210786825,0.016076357708315826,0.011346890657235376,0.0349871814206002,up,0.27513882399896533,low_vol,neutral,up__low_vol
2024-12-12,66.1,0.0,0.0,-0.03756101006290269,0.016982631613016035,-0.018414018414018574,-0.03178555734583277,down,0.2901885948584546,high_vol,neutral,down__high_vol
2024-12-13,64.43,0.0,0.0,-0.025589383707089297,0.017808935460591358,-0.05679988288683935,-0.05263931774739006,down,0.3035110087040559,high_vol,neutral,down__high_vol
2024-12-16,65.27,0.0,0.0,0.012953149496574667,0.017268779658658934,-0.01657375320174792,-0.060998417493885904,down,0.2933900906082383,high_vol,neutral,down__high_vol
2024-12-17,64.26,1.0,0.3333333333333332,-0.01559515895941388,0.017066671491434423,-0.05749486652977409,-0.056803170409511106,down,0.28913074840425823,high_vol,divergent,down__high_vol
2024-12-18,64.86,0.0,0.3333333333333332,0.009293747191459367,0.01722674970381921,-0.054932245373743194,-0.051477040070195934,down,0.2910846964328543,high_vol,divergent,down__high_vol
2024-12-19,67.69,-0.25,0.24999999999999986,0.042707357641344146,0.019200627600537555,0.024054462934947063,-0.03286183740534354,down,0.3238857866796632,high_vol,aligned,down__high_vol
2024-12-20,68.2,0.0,-0.08333333333333348,0.007506106328900586,0.019191201031638808,0.05851311500853629,-0.015446802367547141,down,0.3234700922883963,high_vol,divergent,down__high_vol
2024-12-23,69.68,0.0,-0.08333333333333348,0.02146876769483086,0.019733088876394068,0.06756549716561988,-0.0025765817348982756,flat,0.33255928019775516,high_vol,divergent,flat__high_vol
2024-12-24,69.47,0.0,0.0,-0.0030183278394577684,0.01963520057369529,0.08107687519452211,0.003466705185613206,flat,0.3309684864701315,high_vol,neutral,flat__high_vol
2024-12-27,71.56,0.0,0.0,0.02964125393572914,0.020500594971967694,0.10329941412272592,0.04512925368774656,up,0.3463473017539036,high_vol,neutral,up__high_vol
2024-12-30,71.98,0.0,0.0,0.0058520440103659865,0.020222722679155283,0.06337716058501996,0.06432056779535733,up,0.34275239884866326,high_vol,neutral,up__high_vol
2024-12-31,73.0,0.0,0.0,0.014071138497506297,0.020290676582252927,0.07038123167155419,0.067251461988304,up,0.3450708549615069,high_vol,neutral,up__high_vol
2025-01-02,75.19,0.0,0.0,0.029558802241544946,0.02112399942116264,0.07907577497129714,0.09240156908324848,up,0.3609220136100521,high_vol,neutral,up__high_vol
2025-01-03,75.94,0.0,0.0,0.00992531141372055,0.0210384160072819,0.0931337267885417,0.10877500365016801,up,0.36141894858909096,high_vol,neutral,up__high_vol
2025-01-06,74.36,0.0,0.0,-0.021025391950413308,0.0216200350717376,0.03912800447177189,0.09578544061302674,up,0.37316721034695327,high_vol,neutral,up__high_vol
2025-01-07,74.04,0.0,0.0,-0.004312675147946088,0.021532147288851545,0.028619060850236133,0.0994950994950996,up,0.37345356257783613,high_vol,neutral,up__high_vol
2025-01-08,72.17,0.0,0.0,-0.025581040621115214,0.022428417293899574,-0.011369863013698578,0.05650709998536074,up,0.3900806406798195,high_vol,neutral,up__high_vol
2025-01-09,73.46,0.0,0.0,0.017716593307339323,0.02137072717710884,-0.023008378773773153,0.10682537290944683,up,0.373579010442137,high_vol,neutral,up__high_vol
2025-01-10,74.85,0.0,0.0,0.018745070474116332,0.021006754777943296,-0.014353436923887353,0.0978292754473451,up,0.3689678926084846,high_vol,neutral,up__high_vol
2025-01-13,76.92,0.0,0.0,0.027279809854941384,0.021607333058294508,0.03442711135018839,0.12079265627276703,up,0.38175565955730967,high_vol,neutral,up__high_vol
2025-01-14,76.96,0.0,0.0,0.0005198856368719973,0.019130209154010012,0.039438141545110605,0.16429652042360066,up,0.3405870699495551,high_vol,neutral,up__high_vol
2025-01-15,77.98,1.0,0.3333333333333332,0.013166577197000429,0.01748266785834832,0.08050436469447142,0.2103057581871799,up,0.3142159894180872,high_vol,aligned,up__high_vol
2025-01-16,78.33,1.0,0.6666666666666665,0.004478287824696281,0.017498378712695203,0.06629458208548877,0.20009192584648394,up,0.31735497092811127,high_vol,aligned,up__high_vol
2025-01-17,79.26,0.0,0.6666666666666665,0.011802916383141238,0.016505984831523324,0.0589178356713429,0.23342670401493937,up,0.3024515395566185,low_vol,aligned,up__low_vol
2025-01-20,79.99,0.0,0.3333333333333332,0.00916803909844166,0.016506488185730302,0.039911596463858556,0.23327166204131977,up,0.3055825524713949,low_vol,aligned,up__low_vol
2025-01-21,80.27,0.0,0.0,0.003494325282755284,0.014708410450131817,0.043009355509355585,0.1858472447924362,up,0.2746078616552592,low_vol,neutral,up__low_vol
2025-01-22,78.94,0.0,0.0,-0.016707881908784472,0.015755785604561045,0.012310848935624508,0.15747800586510263,up,0.29627770092775985,low_vol,neutral,up__low_vol
2025-01-23,80.76,0.0,0.0,0.022793723209935557,0.015821092287963346,0.031022596706242966,0.15901262916188275,up,0.2996969735743458,low_vol,neutral,up__low_vol
2025-01-24,81.67,0.0,0.0,0.011204943925547717,0.015647880338396924,0.03040625788544027,0.1756153735425363,up,0.2988021430168082,low_vol,neutral,up__low_vol
2025-01-27,79.36,0.0,0.0,-0.02869227439356692,0.01681252342330653,-0.00787598449806215,0.10899944102850756,up,0.32268066049808714,high_vol,neutral,up__high_vol
2025-01-28,80.26,0.2,0.06666666666666653,0.011276901862153466,0.0168677268466437,-0.00012457954403877203,0.11503195332036675,up,0.3254859826303971,high_vol,neutral,up__high_vol
2025-01-29,82.95,-0.3333333333333333,-0.044444444444444585,0.032966651797682545,0.0178754389073873,0.05079807448695228,0.13630136986301378,up,0.34715443016063563,high_vol,neutral,up__high_vol
2025-01-30,82.66,0.0,-0.044444444444444585,-0.0035022075528674534,0.017133277913914165,0.023526498266468465,0.09934831759542484,up,0.3343409268718541,high_vol,neutral,up__high_vol
2025-01-31,83.93,0.0,-0.11111111111111126,0.015247309011150456,0.017258985159876918,0.027672339904493803,0.10521464313932061,up,0.3385177349258197,high_vol,divergent,up__high_vol
2025-02-03,80.96,0.0,0.0,-0.03602791255558113,0.01871440897502791,0.020161290322580516,0.08875739644970415,up,0.36860835637663153,high_vol,neutral,up__high_vol
2025-02-04,80.88,0.0,0.0,-0.0009886308269395627,0.018648990424168486,0.007724894094193857,0.09238249594813608,up,0.368914328570895,high_vol,neutral,up__high_vol
2025-02-05,81.12,0.0,0.0,0.0029629651306573024,0.017273870753382155,-0.02206148282097642,0.1240127476790911,up,0.34364422553393437,high_vol,neutral,up__high_vol
2025-02-06,81.93,0.0,0.0,0.009935684310850235,0.017078951975660225,-0.008831357367529491,0.11530084399673313,up,0.34157476977520457,high_vol,neutral,up__high_vol
2025-02-07,82.28,0.0,0.0,0.004262840631032994,0.016790449911410592,-0.019659239842726106,0.09926519706078829,up,0.33736421365125013,high_vol,neutral,up__high_vol
2025-02-10,82.94,0.0,0.0,0.00798939003347865,0.01596059221175274,0.024456521739130377,0.07826313052522105,up,0.3218912286525961,low_vol,neutral,up__low_vol
2025-02-11,82.59,0.0,0.0,-0.0042288469956091035,0.016046539785870863,0.021142433234421443,0.07315488565488582,up,0.32475388382139453,low_vol,neutral,up__low_vol
2025-02-12,80.29,0.0,0.0,-0.028243527626033327,0.017355876514953048,-0.010231755424063071,0.029622980251346576,up,0.35175371881311107,high_vol,neutral,up__high_vol
2025-02-13,78.05,0.0,0.0,-0.028295433235151712,0.0185612053156659,-0.04735750030513863,-0.00357462019660415,flat,0.37611730406465416,high_vol,neutral,flat__high_vol
2025-02-14,79.75,0.0,0.0,0.02154709470351257,0.019014618934337292,-0.03074866310160429,0.006182185213222224,up,0.38542157214427714,high_vol,neutral,up__high_vol
