horizon,mse,rmse,mae,mape
1,5.249424499099658,2.2911622594438086,1.9961194965500686,2.7727749768208163
5,10.064284887804751,3.172425710368133,2.6350722352774363,3.6535159003715276
20,28.228351319483888,5.3130359795021045,4.423774761741872,6.08084206472466
30,37.740303060394474,6.143313687285915,5.10021492365675,6.969765718859936
