url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,relevance_score,relevance_hits
http://pt.euronews.com/2017/02/03/eua-anunciaram-sances-a-mais-de-duas-dezenas-de-pessoas-e-entidades-a-lista-dos,,EUA anunciaram sanções a mais de duas dezenas de pessoas e entidades . A lista dos sancionados está disponível na página na internet do Tesouro dos EUA,2017-02-03 18:45:00+00:00,http://static.euronews.com/articles/356885/1000x563_356885.jpg,pt.euronews.com,English,United States,8,eu_ets_strong;eu_context
http://carbon-pulse.com/30043/,,EU Market : EUAs slip again on light selling but hold bulk of week ’ s gains « Carbon Pulse,2017-02-03 21:00:00+00:00,,carbon-pulse.com,English,France,10,eu_ets_strong;eu_context;carbon_terms=2
https://www.environmentalleader.com/2017/02/europe-rethink-calculates-carbon-emissions-aviation/,,Europe to Rethink How it Calculates Carbon Emissions from Aviation,2017-02-03 21:30:00+00:00,https://www.environmentalleader.com/wp-content/uploads/2017/02/2017-02-03_14-09-42-e1486149019158.jpg,environmentalleader.com,English,United States,5,eu_context;carbon_terms=3
http://www.medpagetoday.com/infectiousdisease/zikavirus/62918,,This Week in Zika : EUA Granted for Molecular Test Using Whole Blood,2017-02-03 22:45:00+00:00,http://clf1.medpagetoday.com/assets/images/defaultLede.png,medpagetoday.com,English,United States,8,eu_ets_strong;eu_context
http://pt.euronews.com/2017/02/06/eua-trump-acusa-juizes-de-colocarem-o-pais-em-risco-ao-suspenderem-decreto,,EUA : Trump acusa juízes de colocarem o país em risco ao suspenderem decreto antiimigração,2017-02-06 07:15:00+00:00,http://static.euronews.com/articles/357040/1000x563_357040.jpg,pt.euronews.com,English,United States,6,eu_ets_strong
http://pt.euronews.com/2017/02/06/cidadaos-dos-sete-paises-muculmanos-aproveitam-suspensao-para-regressar-aos-eua,,Cidadãos dos sete países muçulmanos aproveitam suspensão para regressar aos EUA,2017-02-06 12:00:00+00:00,http://static.euronews.com/articles/357060/1000x563_357060.jpg,pt.euronews.com,English,United States,8,eu_ets_strong;eu_context
https://www.traveldailynews.com/post/european-commission-adopts-proposal-for-aviation-emissions-trading-system,,European Commission adopts proposal for aviation emissions trading system,2017-02-06 12:45:00+00:00,https://www.traveldailynews.com/assets/thumbnails/c4/c44fa128f003e3e307d4d86f8dcce599.jpg,traveldailynews.com,English,United States,11,eu_ets_strong;eu_context;carbon_terms=3
http://www.breakingtravelnews.com/news/article/airlines-for-europe-endorses-eu-emissions-proposals/,,Airlines for Europe endorses EU emissions proposals ,2017-02-06 14:00:00+00:00,http://www.breakingtravelnews.com/images/sized/images/uploads/transport/Generic-Plane-376x250.jpg,breakingtravelnews.com,English,United Kingdom,4,eu_context;carbon_terms=2
https://www.bna.com/eu-opts-wait-n57982083398/,/eu-opts-wait-n57982083398/?amp=true,EU Opts to Wait and See on Aviation Emissions,2017-02-06 17:00:00+00:00,,bna.com,English,United States,4,eu_context;carbon_terms=2
http://www.natlawreview.com/article/energy-union-progress-report-emissions-trading-system-eu-mexico-free-trade-agreement,,"Energy Union Progress Report , Emissions Trading System , EU",2017-02-06 18:30:00+00:00,http://www.natlawreview.com/sites/default/files/styles/thumbnail/public/article/aux/1141/eu%20eu%20parilment-European-union-flag.jpg?itok=rKDRpc88,natlawreview.com,English,United States,11,eu_ets_strong;eu_context;carbon_terms=3
http://carbon-pulse.com/30108/,,Lawmakers draw closer on EU ETS reform options « Carbon Pulse,2017-02-06 20:30:00+00:00,,carbon-pulse.com,English,France,9,eu_ets_strong;eu_context;carbon_terms=1
http://www.eubusiness.com/news-eu/aviation-emissions.03fl,,Aviation emissions : EU revises Emission Trading System — EUbusiness . com,2017-02-07 00:00:00+00:00,,eubusiness.com,English,Greece,5,eu_context;carbon_terms=3
http://www.tonga-broadcasting.net/?p=5549,,Tropical Depression 09F lies West to North West of Tongatapu and  Eua – TBC,2017-02-07 00:30:00+00:00,,tonga-broadcasting.net,English,,8,eu_ets_strong;eu_context
http://carbon-pulse.com/30126/,,EU Market : EUAs keep sliding as market awaits EU Parliament vote « Carbon Pulse,2017-02-07 01:15:00+00:00,,carbon-pulse.com,English,France,10,eu_ets_strong;eu_context;carbon_terms=2
