horizon,mse,rmse,mae,mape
1,0.8021591,0.89563334,0.69158393,1.7633866518735886
5,3.1927512,1.7868271,1.3975244,3.580121323466301
20,11.377763,3.3730938,2.7618814,7.295013219118118
30,11.507312,3.392243,2.8913856,7.817528396844864
