date,close,price_return,net_exposure,gross_exposure,cost_event,strategy_return,equity_curve
2025-07-02,71.93,0.019127231510343012,0.0,0.0,-6.318109521418788e-05,-6.318109521418788e-05,0.9999368189047858
2025-07-03,72.06,0.0018073126650910432,0.04212073014279192,0.04212073014279192,-4.938510207325769e-05,2.67402269766922e-05,0.9999635574422857
2025-07-04,71.67,-0.005412156536219848,0.07504413152496371,0.07504413152496371,-4.484362753025921e-05,-0.00045099421446803353,0.9995125796632004
2025-07-07,71.2,-0.006557834519324679,0.10493988321180318,0.10493988321180318,-4.463596247831361e-05,-0.0007328143510585769,0.9987801225007596
2025-07-08,70.42,-0.010955056179775324,0.13469719153067894,0.13469719153067894,-6.222907513551484e-05,-0.0015378443756120595,0.9972441541068987
2025-07-09,70.39,-0.0004260153365521768,0.17618324162102217,0.17618324162102217,-5.158665539774279e-05,-0.00012664341837177604,0.9971178596982714
2025-07-10,70.74,0.0049722972013068745,0.21057434521951734,0.21057434521951734,-2.945837462664275e-05,0.001017579852775391,0.9981325067431429
2025-07-11,70.55,-0.002685891998869039,0.23021326163727918,0.23021326163727918,-3.796957394584709e-05,-0.0006562975314109599,0.9974774348429464
2025-07-14,70.42,-0.0018426647767539883,0.25552631093451056,0.25552631093451056,-2.9514262092647517e-05,-0.0005003635947855576,0.9969783334479309
2025-07-15,71.51,0.015478557228060241,0.27520248566294225,0.27520248566294225,-2.8849620598300456e-05,0.004230887803039979,1.0011964369188109
2025-07-16,71.31,-0.0027968116347364402,0.2944355660618092,0.2944355660618092,-6.902684311423405e-05,-0.0008925076599561119,1.00030286142974
2025-07-17,70.55,-0.010657691768335531,0.34045346147129857,0.34045346147129857,-4.5749520403157035e-05,-0.003674197574227154,0.9966275510827823
2025-07-18,69.89,-0.009355067328136069,0.37095314174006994,0.37095314174006994,-4.013069952913274e-05,-0.003510422316091089,0.9931289674866302
2025-07-21,69.83,-0.0008584919158678428,0.3977069414261584,0.3977069414261584,-6.257147476324049e-05,-0.0004039996688621232,0.9927277437126282
2025-07-22,69.11,-0.010310754689961343,0.43942125793498543,0.43942125793498543,-2.5589501037172463e-05,-0.004556354297159036,0.9882045243916541
2025-07-23,69.36,0.003617421501953322,0.4564809252931004,0.4564809252931004,-3.760081861313646e-05,0.001613683095773673,0.9897991733278318
2025-07-24,70.88,0.021914648212226107,0.48154813770185806,0.48154813770185806,-4.9365898041534256e-05,0.0105035921369473,1.000195620141955
2025-07-25,71.34,0.00648984198645608,0.5144587363962142,0.5144587363962142,-4.5108350209608725e-05,0.0032936475575536827,1.0034899120033116
2025-07-28,70.65,-0.009671993271656798,0.5445309698692867,0.5445309698692867,-5.7749775072148104e-05,-0.00532444965185664,0.998146880490704
2025-07-29,73.08,0.03439490445859872,0.5830308199173855,0.5830308199173855,-5.444020293515532e-05,0.019998849144541794,1.0181086693777326
2025-07-30,72.86,-0.003010399562123678,0.6193242885408223,0.6193242885408223,-9.246828017028753e-05,-0.0019568818472061374,1.0161163510041442
2025-07-31,72.66,-0.0027449903925336194,0.5967283483687635,0.5967283483687635,-7.22335411385635e-05,-0.0017102471243632743,1.014378540936821
2025-08-01,71.04,-0.02229562345169267,0.5790372396967955,0.5790372396967955,-7.351181464514998e-05,-0.012983508075432415,1.0012083489590224
2025-08-04,70.85,-0.0026745495495497096,0.5682536127532167,0.5682536127532167,-7.023540065328459e-05,-0.0015900578446723954,0.9996163697696087
2025-08-05,71.59,0.010444601270289455,0.5555625965509884,0.5555625965509884,-0.00010303466769099606,0.005699595133970765,1.0053137783665849
2025-08-06,70.99,-0.008381058807096053,0.5412802748309657,0.5412802748309657,-7.015654641516076e-05,-0.0046066583608945985,1.0006826412441499
2025-08-07,71.77,0.010987463022960942,0.5192690985774159,0.5192690985774159,-4.537352598723315e-05,0.0056600764935983835,1.0063465815394077
2025-08-08,73.21,0.020064093632436997,0.5102402830667143,0.5102402830667143,-9.150171700676192e-05,0.010146007097484951,1.0165569810982362
2025-08-11,72.37,-0.01147384237126059,0.5206153291434261,0.5206153291434261,-6.474305375379868e-05,-0.0060382012764074195,1.010418805437428
2025-08-12,71.5,-0.012021555893325986,0.5244250155224286,0.5244250155224286,-5.980436482178541e-05,-0.006364209000783009,1.0039882889813025
2025-08-13,71.74,0.0033566433566432075,0.5258284312725516,0.5258284312725516,-9.76434566763292e-05,0.0016673750538888006,1.0056623140087464
2025-08-14,70.96,-0.010872595483691128,0.49888827823779236,0.49888827823779236,-0.00010219762515253668,-0.0055264080659872,1.000104613684949
2025-08-15,70.68,-0.003945885005636751,0.5060206678019408,0.5060206678019408,-9.693710620634012e-05,-0.0020936364718283137,0.9980107581900943
2025-08-18,71.82,0.01612903225806428,0.5171378059006572,0.5171378059006572,-0.00012881275069027894,0.008212119602546005,1.006206541900979
2025-08-19,71.16,-0.009189640768588081,0.5195843400098559,0.5195843400098559,-9.348177357384086e-05,-0.0048682752072483435,1.0013080515396713
2025-08-20,71.29,0.0018268690275438093,0.5477861876761865,0.5477861876761865,-9.59946598038623e-05,0.000904738960178063,1.002213973945039
2025-08-21,72.62,0.018656193014447986,0.5616482027279127,0.5616482027279127,-0.00011033304413426604,0.010367884232175485,1.0126048124027698
2025-08-22,72.53,-0.001239328008813101,0.5693823680953778,0.5693823680953778,-0.00011537316026050152,-0.0008210246767654341,1.0117734388639756
2025-08-25,72.19,-0.00468771542809876,0.5861533413229004,0.5861533413229004,-0.00012482983112345532,-0.002872549892474454,1.0088670691809585
2025-08-26,72.75,0.007757307106247335,0.5923735286423398,0.5923735286423398,-0.00012310365462558798,0.004472119728664444,1.0133788435046425
2025-08-27,72.24,-0.007010309278350557,0.6018556944791913,0.6018556944791913,-9.933160156794279e-05,-0.004318526160803535,1.0090025404581628
2025-08-28,71.72,-0.007198228128460604,0.629027182249687,0.629027182249687,-7.813339223658445e-05,-0.004606014549072597,1.0043550600767612
2025-08-29,72.99,0.017707752370329066,0.6506515249870022,0.6506515249870022,-8.651879592360494e-05,0.011435057287923205,1.0158399177261546
2025-09-01,73.97,0.013426496780380992,0.6701064727828844,0.6701064727828844,-9.797843025927076e-05,0.00889920396907259,1.0248800843539254
2025-09-02,73.61,-0.0048668379072597245,0.7012928420557704,0.7012928420557704,-8.654395647425249e-05,-0.003499622544281182,1.0212933909055357
2025-09-03,74.95,0.018204048362994163,0.7045813562979637,0.7045813562979637,-4.979828705867719e-05,0.012776434798653476,1.0343418793247359
2025-09-04,75.44,0.006537691794529676,0.7130203596471912,0.7130203596471912,-6.877540781329785e-05,0.004592731946784743,1.0390923343178078
2025-09-05,76.04,0.007953340402969467,0.7376504297086026,0.7376504297086026,-9.101391766029327e-05,0.0057757710482089246,1.0450938937387764
2025-09-08,77.17,0.014860599684376474,0.7269501840675783,0.7269501840675783,-6.44960400964829e-05,0.010738419635815592,1.0563165505285719
2025-09-09,76.9,-0.003498768951665121,0.7229758219170321,0.7229758219170321,-5.9068160484769636e-05,-0.0025885935190126537,1.0535821763518478
2025-09-10,77.1,0.002600780234070177,0.7210816032755653,0.7210816032755653,-5.0093362844943554e-05,0.0018252814181057796,1.0555052603207902
2025-09-11,75.54,-0.020233463035019272,0.7163216937560675,0.7163216937560675,-6.232048427402335e-05,-0.014555988996069809,1.040141337366267
2025-09-12,75.77,0.0030447445062218303,0.6826045436062435,0.6826045436062435,-6.407797075733745e-05,0.0020142784633098323,1.0422364716609223
2025-09-15,76.75,0.012933878843869762,0.6495813152081918,0.6495813152081918,-9.618707874873122e-05,0.008305418951395596,1.0508926822044906
2025-09-16,77.51,0.009902280130293262,0.6253843331379614,0.6253843331379614,-9.480151233916029e-05,0.006097929343489576,1.0573009515281637
2025-09-17,76.98,-0.006837827377112693,0.5980623113151771,0.5980623113151771,-9.238637700016269e-05,-0.004181833222530375,1.0528794952828502
2025-09-18,77.84,0.011171732917640842,0.5817947743943176,0.5817947743943176,-8.625366391447773e-05,0.006413402168497948,1.0596320349210642
2025-09-19,77.55,-0.0037255909558068234,0.558007688880327,0.558007688880327,-0.00010212526634155466,-0.0021810336653047685,1.057320941780066
2025-09-22,76.21,-0.017279174725983282,0.5324047863735065,0.5324047863735065,-9.990355502137754e-05,-0.009299418883719001,1.047488471447925
2025-09-23,76.79,0.007610549796614796,0.509567081652682,0.509567081652682,-0.00010615127693128644,0.003771934372702128,1.0514395292183885
2025-09-24,76.02,-0.010027347310847867,0.48878333068629615,0.48878333068629615,-0.0001197302200626035,-0.005020930436607099,1.046160324483884
2025-09-25,75.76,-0.0034201525914231423,0.47521092191224096,0.47521092191224096,-0.00010753242399986343,-0.001732826290050595,1.0443475103700104
2025-09-26,75.98,0.0029039070749736773,0.4731859336837784,0.4731859336837784,-0.00011501743163962712,0.0012590705489627224,1.0456624175631999
2025-09-29,76.79,0.010660700184259131,0.4727300763652441,0.4727300763652441,-0.00012459803353216998,0.004915035578679621,1.050801885548811
