date,close,price_return,net_exposure,gross_exposure,cost_event,strategy_return,equity_curve
2025-09-30,75.72,-0.01393410600338596,0.45929010927429115,0.45929010927429115,-0.00011353410103792382,-0.006513331169972617,1.0439576648742
2025-10-01,76.33,0.008055995773903923,0.4739950247412119,0.4739950247412119,-9.720684934257871e-05,0.00372129506682411,1.0478425393824695
2025-10-02,77.43,0.014411109655443566,0.4971617295812521,0.4971617295812521,-0.0001247646334347397,0.007039887568050665,1.0552192330487429
2025-10-03,79.16,0.022342761203667738,0.5098578099341353,0.5098578099341353,-0.00010852840751386376,0.011283102887669535,1.0671253802242795
2025-10-06,78.75,-0.005179383527033843,0.5322343821442066,0.5322343821442066,-8.10419160590439e-05,-0.0028376879074577827,1.0640972114370757
2025-10-07,78.31,-0.005587301587301585,0.5472393282697935,0.5472393282697935,-5.946440890267582e-05,-0.0031170555763783466,1.0607803612903572
2025-10-08,79.01,0.008938832843825795,0.5493977125231978,0.5493977125231978,-4.879636320242414e-05,0.004862177953822698,1.0659380641768712
2025-10-09,79.23,0.0027844576635869256,0.5532929556143493,0.5532929556143493,-3.90437940979395e-05,0.0015015770163710961,1.0675386522749144
2025-10-10,79.68,0.005679666792881566,0.5714923123134508,0.5714923123134508,-3.220068125473028e-05,0.003213685227379077,1.0709693854713864
2025-10-13,78.12,-0.01957831325301207,0.5832640143764308,0.5832640143764308,-5.343547831678316e-05,-0.011472761060987881,1.0586824096082401
2025-10-14,76.92,-0.015360983102918668,0.5789599294920292,0.5789599294920292,-4.230198066970964e-05,-0.008935695674863756,1.0492223457796495
2025-10-15,77.88,0.012480499219968744,0.5712822635351799,0.5712822635351799,-6.458924975481447e-05,0.007065298594677976,1.0566354149447912
2025-10-16,79.51,0.02092963533641523,0.5690183822924737,0.5690183822924737,-7.227138852060749e-05,0.011837075852577782,1.0691428885000127
2025-10-17,79.46,-0.0006288517167652996,0.5834839508772176,0.5834839508772176,-7.125232933845066e-05,-0.0004381772135525887,1.0686744144482403
2025-10-20,79.82,0.0045305814246161535,0.5885048953819689,0.5885048953819689,-6.237377057279278e-05,0.0026038955767404286,1.0714571310289978
2025-10-21,79.58,-0.0030067652217489194,0.5863227438037368,0.5863227438037368,-6.929364955645824e-05,-0.001832228484345936,1.0694939767537708
2025-10-22,78.46,-0.014073887911535632,0.582534743186904,0.582534743186904,-8.614962715941651e-05,-0.0082846783073471,1.0606335632047204
2025-10-23,78.44,-0.00025490695895991067,0.573720090025501,0.573720090025501,-8.914488482976619e-05,-0.00023539012827237282,1.0603839005342277
2025-10-24,78.32,-0.0015298317185110655,0.5634867188072321,0.5634867188072321,-8.93970011360615e-05,-0.0009514368565270908,1.0593750122091914
2025-10-27,77.77,-0.0070224719101122934,0.5468622891233893,0.5468622891233893,-9.310958759525052e-05,-0.003933434651663959,1.0552080298270607
2025-10-28,78.32,0.007072135785006983,0.5393099589230628,0.5393099589230628,-0.00011432854405100576,0.0036997447156594324,1.0591120301593349
2025-10-29,78.81,0.0062563840653728775,0.5251346721315299,0.5251346721315299,-0.00012098077367443184,0.003164463421224082,1.0624635514377523
2025-10-30,78.67,-0.0017764243116356049,0.5178172501793918,0.5178172501793918,-0.000126080577357472,-0.00104594372956044,1.0613522743482395
2025-10-31,78.54,-0.0016524723528663632,0.5059984657749969,0.5059984657749969,-0.00012753615675288967,-0.0009636846320388686,1.0603294654722706
2025-11-03,81.2,0.033868092691622165,0.49629372639094277,0.49629372639094277,-0.00011316329968506667,0.016695358627993952,1.078032046162159
2025-11-04,82.31,0.013669950738916192,0.5027030360160377,0.5027030360160377,-0.00010102020495456813,0.00677090553368828,1.0853312993090116
2025-11-05,81.49,-0.009962337504555996,0.5282485157972282,0.5282485157972282,-7.041934550485781e-05,-0.005333009346157625,1.0795432173461192
2025-11-06,80.17,-0.016198306540679774,0.5387685942410325,0.5387685942410325,-4.663466552339047e-05,-0.008773773509530755,1.0700715496633741
2025-11-07,79.47,-0.00873144567793438,0.5256298184922318,0.5256298184922318,-4.772648824491364e-05,-0.004637234695112343,1.0651093767470226
2025-11-10,79.96,0.006165848747955227,0.5242086544227073,0.5242086544227073,-5.59820211852883e-05,0.0031762092543542557,1.068492387006346
2025-11-11,80.65,0.008629314657328857,0.5302104345527788,0.5302104345527788,-5.287008582978134e-05,0.004522482588525215,1.0733246252225541
2025-11-12,81.91,0.015623062616243022,0.5449335039496761,0.5449335039496761,-6.41578279619443e-05,0.00844937242593256,1.082393544714984
2025-11-13,81.34,-0.006958857282382991,0.5469097706638021,0.5469097706638021,-7.93997022351988e-05,-0.003885266742625409,1.0781881570732703
2025-11-14,80.93,-0.005040570445045467,0.5371964112221191,0.5371964112221191,-5.3209173893182594e-05,-0.0027609855274838874,1.0752112951756865
2025-11-17,79.92,-0.012479920919313048,0.5201466964205225,0.5201466964205225,-7.008644405165414e-05,-0.006561476081821706,1.0681563219794867
2025-11-18,81.22,0.01626626626626626,0.5274706303179953,0.5274706303179953,-6.792944353621418e-05,0.008512048276851595,1.0772485201594004
2025-11-19,80.66,-0.006894853484363472,0.5303491602546654,0.5303491602546654,-8.263141294141282e-05,-0.003739311168452534,1.0732203527367694
2025-11-20,81.36,0.008678403173816074,0.5368183372707325,0.5368183372707325,-7.940757586124701e-05,0.0045793183860717455,1.0781349704303633
2025-11-21,80.41,-0.011676499508357918,0.5405601691766553,0.5405601691766553,-7.505778643326628e-05,-0.006386908336062355,1.0712490212003212
2025-11-24,80.61,0.0024872528292501084,0.547625122391968,0.547625122391968,-4.0890546147380314e-05,0.001321191588890479,1.0726643463967382
2025-11-25,81.87,0.01563081503535546,0.5203647582937144,0.5203647582937144,-4.653280693185322e-05,0.008087192480874649,1.0813391894334203
2025-11-26,81.68,-0.002320752412361071,0.4893428870058123,0.4893428870058123,-5.500232037311235e-05,-0.0011906460058635823,1.0800516972465377
2025-11-27,82.21,0.0064887365328107904,0.45267467342373746,0.45267467342373746,-5.417620037543976e-05,0.002883110490547359,1.0831656056252026
2025-11-28,83.26,0.012772168835908149,0.41655720650677763,0.41655720650677763,-5.6489523838404316e-05,0.005263849447480417,1.0888672262999026
2025-12-01,82.64,-0.0074465529666106756,0.37889752394784143,0.37889752394784143,-6.13886320613545e-05,-0.0028828691130565924,1.085728164604983
2025-12-02,81.82,-0.009922555663117172,0.3379717692402718,0.3379717692402718,-6.9669212313177e-05,-0.003423212905161966,1.0820114859404093
2025-12-03,81.79,-0.00036665851869943644,0.29152562769815377,0.29152562769815377,-4.309973158528208e-05,-0.00014999008640001054,1.0818491949441473
2025-12-04,82.43,0.007824917471573656,0.26279247330796573,0.26279247330796573,-1.3463250950094663e-05,0.0020428661648354603,1.0840592680599532
2025-12-05,81.98,-0.00545917748392577,0.2538169726745693,0.2538169726745693,-2.279737107031344e-05,-0.0014084292733335248,1.082532447252789
2025-12-08,81.98,0.0,0.23861872529436035,0.23861872529436035,-3.249234569019789e-05,-3.249234569019789e-05,1.0824972732342921
2025-12-09,82.85,0.010612344474261848,0.2169571615008951,0.2169571615008951,-3.7477344962563594e-05,0.002264946789042996,1.084949071957452
2025-12-10,82.42,-0.00519010259505126,0.19197226485918603,0.19197226485918603,-3.356111401656664e-05,-0.001029916864040096,1.0838316646116184
2025-12-11,83.9,0.017956806600339714,0.16959818884814162,0.16959818884814162,-3.2414831536337256e-05,0.0030130270453776337,1.08709727872973
2025-12-12,83.79,-0.0013110846245529828,0.14798830115725012,0.14798830115725012,-1.381730084539381e-05,-0.00020784248710638086,1.0868713337275921
2025-12-15,87.28,0.04165174841866559,0.1387767672603209,0.1387767672603209,-4.053617244893167e-05,0.005739758823833662,1.093109713055727
2025-12-16,87.36,0.0009165902841430373,0.11175265229436646,0.11175265229436646,-3.612361922060971e-05,6.63077760996217e-05,1.0931821947298326
2025-12-17,86.8,-0.0064102564102563875,0.08767023948062663,0.08767023948062663,-4.616758923275666e-05,-0.0006081563038521561,1.0925173690868488
2025-12-18,86.48,-0.0036866359447004227,0.05689184665878887,0.05689184665878887,-4.25101618600656e-05,-0.00025224968871274126,1.0922417819205834
2025-12-19,87.05,0.0065911193339500684,0.02855173875207847,0.02855173875207847,-4.28276081281177e-05,0.00014536030917859812,1.092400550523701
