horizon,mse,rmse,mae,mape
1,1.0357199140763398,1.0177032544294726,0.8114605858212426,1.0504986206142068
5,3.9984973462997004,1.9996243012875445,1.5825989738343254,2.010674237134435
20,17.915686222205366,4.232692549926744,3.5865984719897073,4.423821056750164
30,35.775083534787264,5.981227594297617,5.2518157958984375,6.600356682823327
