candidate,llm_path_mse,path_improvement_pct,h20_improvement_pct,h30_improvement_pct
gate_top20,54.61399464255027,0.0002490345495181499,0.0009181468685232502,0.0016600265888444253
gate_top29,54.61454130826714,0.00018911785216447498,9.293402939832473e-05,0.0022226275886132255
safe_h20_2p5_h30_4p0_vol_3p8,54.60856808005349,1.0010091321066561e-05,0.00013515151040927043,1.2192155397217075e-06
safe_h20_3p0_h30_5p0,54.62320180145743,-0.0008846912813316177,-0.0007875173475335173,-0.0009384946119626592
safe_h20_2p5_h30_4p0,54.627711094423475,-0.0009963328373741587,-0.0009811552728550277,-0.0010517171567864803
safe_h20_2p0_h30_3p0,54.62947300474339,-0.0010789084403380889,-0.0012476598681662454,-0.0007423718887638042
