candidate,window,train_end,val_end,test_end,run_dir,tsm_path_mse,tsm_h20,tsm_h30,llm_path_mse,llm_h20,llm_h30,path_improvement_pct,h20_improvement_pct,h30_improvement_pct
base_energy16,W0,2024-06-30,2025-06-30,2026-03-04,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_221938_6b75c4,29.075462341308594,39.58527374267578,72.09320831298828,,,,,,
base_energy16,W1,2023-10-27,2024-10-26,2025-06-30,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_221943_219395,23.25793838500977,28.18958282470703,36.62714385986328,,,,,,
base_energy16,W2,2023-02-22,2024-02-22,2024-10-26,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_221945_c5ae62,18.59832763671875,25.401012420654297,35.6187744140625,,,,,,
base_energy16,W3,2022-06-20,2023-06-20,2024-02-22,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_221948_456a1d,68.51536560058594,89.81409454345703,109.4663314819336,,,,,,
base_energy16,W4,2021-10-16,2022-10-16,2023-06-20,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_221950_f310cb,101.73527526855467,124.65435028076172,216.0431365966797,,,,,,
sent_feature_raw,W0,2024-06-30,2025-06-30,2026-03-04,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_222055_7bbb66,28.515457153320312,38.247989654541016,71.62227630615234,,,,,,
sent_feature_raw,W1,2023-10-27,2024-10-26,2025-06-30,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_222059_2c70da,23.39095687866211,28.37342071533203,37.31735610961914,,,,,,
sent_feature_raw,W2,2023-02-22,2024-02-22,2024-10-26,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_222102_c403e0,18.742998123168945,25.63425064086914,35.884559631347656,,,,,,
sent_feature_raw,W3,2022-06-20,2023-06-20,2024-02-22,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_222105_82452a,70.09293365478516,92.54605102539062,113.3102798461914,,,,,,
sent_feature_raw,W4,2021-10-16,2022-10-16,2023-06-20,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_222106_bc26eb,102.2000503540039,125.56157684326172,217.23179626464844,,,,,,
sent_feature_importance,W0,2024-06-30,2025-06-30,2026-03-04,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_222108_d52419,27.986045837402344,37.234092712402344,71.386962890625,,,,,,
sent_feature_importance,W1,2023-10-27,2024-10-26,2025-06-30,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_222111_5c9add,23.465408325195312,28.50136947631836,37.47401428222656,,,,,,
sent_feature_importance,W2,2023-02-22,2024-02-22,2024-10-26,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_222114_e30d71,18.705408096313477,25.575336456298828,35.773128509521484,,,,,,
sent_feature_importance,W3,2022-06-20,2023-06-20,2024-02-22,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_222116_4fefdf,70.06819915771484,92.4625015258789,113.45030212402344,,,,,,
sent_feature_importance,W4,2021-10-16,2022-10-16,2023-06-20,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_222118_573262,102.2000503540039,125.56157684326172,217.23179626464844,,,,,,
cot_sent_raw,W0,2024-06-30,2025-06-30,2026-03-04,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_222119_e08dd7,29.075462341308594,39.58527374267578,72.09320831298828,29.995752185571405,40.544185939243135,72.26994433297556,-0.03165176991718277,-0.02422396274939942,-0.002451493339289179
cot_sent_raw,W1,2023-10-27,2024-10-26,2025-06-30,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_223153_4c4227,23.25793838500977,28.18958282470703,36.62714385986328,25.054071332005815,30.830422450174023,40.2710054967647,-0.07722666202236095,-0.09368140145559023,-0.09948527930113693
cot_sent_raw,W2,2023-02-22,2024-02-22,2024-10-26,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_225159_526b64,18.59832763671875,25.401012420654297,35.6187744140625,22.29730193381349,29.655584049970383,41.37061060762086,-0.1988874682362214,-0.16749614380947153,-0.161483270780016
cot_sent_raw,W3,2022-06-20,2023-06-20,2024-02-22,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_230730_25c2ea,68.51536560058594,89.81409454345703,109.4663314819336,73.33850962263341,94.32484115043876,117.71240972651992,-0.07039507094166653,-0.05022314849256948,-0.07532981267347272
cot_sent_raw,W4,2021-10-16,2022-10-16,2023-06-20,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_231642_c8397d,101.73527526855467,124.65435028076172,216.0431365966797,85.23404946755514,103.37784682660394,164.68475951212972,0.16219768175237737,0.17068400265402883,0.23772278950211878
cot_sent_importance,W0,2024-06-30,2025-06-30,2026-03-04,/Users/davidwilkinson/Desktop/ETS 2/runs/20260320_233519_d0c54e,29.075462341308594,39.58527374267578,72.09320831298828,30.4427084991066,40.82785461282205,72.34438543184572,-0.047024055602222115,-0.031389977955531334,-0.0034840607698714
