horizon,accuracy,accuracy_up,accuracy_down,accuracy_flat,n_up,n_down,n_flat,model,subset,n_samples
1,0.40476190476190477,0.0,0.0,1.0,43,32,51,naive_persistence,full,126
5,0.23015873015873015,0.0,0.0,1.0,63,34,29,naive_persistence,full,126
20,0.07142857142857142,0.0,0.0,1.0,103,14,9,naive_persistence,full,126
30,0.031746031746031744,0.0,0.0,1.0,105,17,4,naive_persistence,full,126
1,0.36507936507936506,0.3953488372093023,0.59375,0.19607843137254902,43,32,51,seasonal_naive,full,126
5,0.23015873015873015,0.0,0.0,1.0,63,34,29,seasonal_naive,full,126
20,0.07142857142857142,0.0,0.0,1.0,103,14,9,seasonal_naive,full,126
30,0.031746031746031744,0.0,0.0,1.0,105,17,4,seasonal_naive,full,126
1,0.3968253968253968,0.0,0.0,0.9803921568627451,43,32,51,linear_ridge,full,126
5,0.23015873015873015,0.0,0.7058823529411765,0.1724137931034483,63,34,29,linear_ridge,full,126
20,0.35714285714285715,0.30097087378640774,0.7857142857142857,0.3333333333333333,103,14,9,linear_ridge,full,126
30,0.18253968253968253,0.06666666666666667,0.8823529411764706,0.25,105,17,4,linear_ridge,full,126
1,0.35714285714285715,0.046511627906976744,0.375,0.6078431372549019,43,32,51,linear_lasso,full,126
5,0.2777777777777778,0.1111111111111111,0.5882352941176471,0.27586206896551724,63,34,29,linear_lasso,full,126
20,0.16666666666666666,0.02912621359223301,1.0,0.4444444444444444,103,14,9,linear_lasso,full,126
30,0.14285714285714285,0.01904761904761905,0.9411764705882353,0.0,105,17,4,linear_lasso,full,126
1,0.42063492063492064,0.09302325581395349,0.25,0.803921568627451,43,32,51,tsm,full,126
5,0.2619047619047619,0.19047619047619047,0.4117647058823529,0.2413793103448276,63,34,29,tsm,full,126
20,0.15079365079365079,0.06796116504854369,0.7857142857142857,0.1111111111111111,103,14,9,tsm,full,126
30,0.1349206349206349,0.02857142857142857,0.7647058823529411,0.25,105,17,4,tsm,full,126
1,0.3333333333333333,0.023255813953488372,0.28125,0.6274509803921569,43,32,51,TSM+LLM-COT-SENT-RF,llm_subset,126
5,0.31746031746031744,0.15873015873015872,0.5,0.4482758620689655,63,34,29,TSM+LLM-COT-SENT-RF,llm_subset,126
20,0.1746031746031746,0.10679611650485436,0.7857142857142857,0.0,103,14,9,TSM+LLM-COT-SENT-RF,llm_subset,126
30,0.18253968253968253,0.05714285714285714,0.9411764705882353,0.25,105,17,4,TSM+LLM-COT-SENT-RF,llm_subset,126
1,0.40476190476190477,0.0,0.0,1.0,43,32,51,naive_persistence_llm_subset,llm_subset,126
5,0.23015873015873015,0.0,0.0,1.0,63,34,29,naive_persistence_llm_subset,llm_subset,126
20,0.07142857142857142,0.0,0.0,1.0,103,14,9,naive_persistence_llm_subset,llm_subset,126
30,0.031746031746031744,0.0,0.0,1.0,105,17,4,naive_persistence_llm_subset,llm_subset,126
1,0.36507936507936506,0.3953488372093023,0.59375,0.19607843137254902,43,32,51,seasonal_naive_llm_subset,llm_subset,126
5,0.23015873015873015,0.0,0.0,1.0,63,34,29,seasonal_naive_llm_subset,llm_subset,126
20,0.07142857142857142,0.0,0.0,1.0,103,14,9,seasonal_naive_llm_subset,llm_subset,126
30,0.031746031746031744,0.0,0.0,1.0,105,17,4,seasonal_naive_llm_subset,llm_subset,126
1,0.3968253968253968,0.0,0.0,0.9803921568627451,43,32,51,linear_ridge_llm_subset,llm_subset,126
5,0.23015873015873015,0.0,0.7058823529411765,0.1724137931034483,63,34,29,linear_ridge_llm_subset,llm_subset,126
20,0.35714285714285715,0.30097087378640774,0.7857142857142857,0.3333333333333333,103,14,9,linear_ridge_llm_subset,llm_subset,126
30,0.18253968253968253,0.06666666666666667,0.8823529411764706,0.25,105,17,4,linear_ridge_llm_subset,llm_subset,126
1,0.35714285714285715,0.046511627906976744,0.375,0.6078431372549019,43,32,51,linear_lasso_llm_subset,llm_subset,126
5,0.2777777777777778,0.1111111111111111,0.5882352941176471,0.27586206896551724,63,34,29,linear_lasso_llm_subset,llm_subset,126
20,0.16666666666666666,0.02912621359223301,1.0,0.4444444444444444,103,14,9,linear_lasso_llm_subset,llm_subset,126
30,0.14285714285714285,0.01904761904761905,0.9411764705882353,0.0,105,17,4,linear_lasso_llm_subset,llm_subset,126
1,0.42063492063492064,0.09302325581395349,0.25,0.803921568627451,43,32,51,tsm_llm_subset,llm_subset,126
5,0.2619047619047619,0.19047619047619047,0.4117647058823529,0.2413793103448276,63,34,29,tsm_llm_subset,llm_subset,126
20,0.15079365079365079,0.06796116504854369,0.7857142857142857,0.1111111111111111,103,14,9,tsm_llm_subset,llm_subset,126
30,0.1349206349206349,0.02857142857142857,0.7647058823529411,0.25,105,17,4,tsm_llm_subset,llm_subset,126
