horizon,mse,rmse,mae,mape
1,18.236852201844158,4.27046276202523,3.520000457763672,7.527394621142021
5,51.60271981277765,7.183503310556601,6.357500076293945,11.606875860668747
20,5.671751701356698,2.381543974264741,2.060000419616699,4.586048283541215
30,13.43052558670388,3.6647681491062816,3.182499885559082,7.311592858283348
